id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
85,Lívia Albuquerque,861***.***-71,380261571,a***@example.com,***-****-8959,"Ladeira de Carvalho, 9
Horto
45862-130 Cavalcanti / AM",Carvalho,Roraima,16148-087,1996-12-14,28,Agente de defesa sanitária,Sales S/A,48476,1.97,55.0,14.2,64658,4178655483446256725,313,0,2022-10-15 12:24:58
86,Calebe Camargo,845***.***-53,851472631,g***@example.org,***-****-1449,"Favela José Fernandes, 265
Paraíso
24053209 Mendes da Mata / MS",Machado,Tocantins,43165406,1961-11-29,63,Administrador de redes,Rezende - EI,17927,1.74,108.3,35.8,68808,342494018522849,604,5,2022-06-02 13:50:07
87,Eduardo Almeida,701***.***-31,435108621,c***@example.org,***-****-5750,"Área Viana, 181
Granja De Freitas
31119037 Cunha / AM",Siqueira,Alagoas,60078-273,2000-06-20,25,Ministro,Abreu S/A,42881,1.67,61.8,22.2,13491,4381776242252266,838,12,2025-07-27 18:01:11
88,Dr. Renan Silveira,859***.***-59,853267406,m***@example.com,***-****-9900,"Colônia de Rocha, 96
Lagoa
15181-750 Fonseca / PE",Cavalcanti do Norte,Paraná,56479483,1981-08-11,44,Artesão,Machado,49382,1.61,114.7,44.2,56657,4364863505269822,794,2,2024-11-23 14:54:44
89,Valentim Borges,917***.***-21,753461080,m***@example.com,***-****-4841,"Aeroporto de Fonseca, 9
Nossa Senhora Do Rosário
79153-483 Martins Paulista / SC",da Cruz,Paraíba,76624-812,1985-05-06,40,Ministro,Fonseca,16963,1.7,95.7,33.1,22599,4231390109018828,360,15,2022-12-05 23:27:37
90,Sra. Clara Oliveira,381***.***-32,182504670,l***@example.org,***-****-0599,"Loteamento de Rios, 4
Prado
37531733 Sales / SE",Rocha de Teixeira,São Paulo,99263017,1966-11-14,58,Ginasta artística,Marques,15023,1.75,81.8,26.7,37147,4771944782374498,735,7,2023-02-04 00:56:39
91,Luana Machado,493***.***-06,062317854,f***@example.net,***-****-6774,"Estrada Azevedo, 3
Alípio De Melo
69494-695 da Rocha / PA",Casa Grande de Goiás,Paraíba,54968229,1971-08-29,54,Cientista de alimentos,Rocha Araújo Ltda.,27938,1.83,62.3,18.6,11282,4709073196238663629,728,6,2024-01-01 14:29:00
92,Otto Silva,652***.***-37,084723154,g***@example.com,***-****-8280,"Viela Maria Luiza Correia
Vila São Rafael
59799451 Oliveira Verde / SP",Rezende,Distrito Federal,85296154,1956-07-09,69,Instalador de linha telefônica,da Luz - ME,25312,1.58,51.9,20.8,58128,3542359549029139,725,5,2023-12-08 19:42:15
93,Maria Carvalho,548***.***-47,438756216,a***@example.net,***-****-0015,"Largo Antony Cavalcante
Conjunto Taquaril
27276-195 Sampaio de Aragão / SE",Fogaça do Oeste,Espírito Santo,56642-136,1995-08-24,30,Cardiologista,Leão,34376,1.53,53.3,22.8,91545,6591214908928707,761,20,2023-02-27 15:05:49
94,Levi Mendes,132***.***-32,624701359,j***@example.net,***-****-3314,"Vereda de Castro
Vila Sumaré
17212-327 Sousa / ES",Campos,Pernambuco,30888-135,1998-04-03,27,Tecnólogo em desenvolvimento social,Silveira da Mota e Filhos,26218,1.75,81.6,26.6,20923,30450992437989,693,3,2024-11-21 18:23:17
95,Julia Pastor,284***.***-87,142687303,n***@example.org,***-****-3114,"Vale Fogaça
Jaqueline
59007-718 Nogueira de Lima / SC",Pereira de Ferreira,Rio Grande do Norte,04552208,1950-05-17,75,Patologista oral,Siqueira Pires S/A,36219,1.54,119.6,50.4,23692,3514289196776779,387,7,2021-08-03 02:32:07
96,Kevin Lima,875***.***-57,418560730,a***@example.com,***-****-5018,"Vale de Albuquerque, 58
Nova Cachoeirinha
34422127 Garcia dos Dourados / PI",Dias de Moura,Rio de Janeiro,78866-900,1965-11-25,59,Sonoplasta,Correia,32179,1.56,88.7,36.4,56110,6583639710065670,330,9,2021-03-28 01:45:28
97,Mateus da Mota,756***.***-12,086437252,j***@example.net,***-****-4120,"Estrada Cecilia Melo, 96
Camponesa 2ª Seção
11612-219 Andrade do Sul / MA",Abreu,Ceará,98053-975,2002-10-14,22,Agrimensor,Pacheco Freitas S.A.,34167,1.51,81.0,35.5,34391,36623950088523,328,10,2025-04-02 03:47:41
98,Helena Almeida,948***.***-94,83145720X,u***@example.net,***-****-9612,"Campo Casa Grande, 81
Vila Madre Gertrudes 4ª Seção
45760715 Sousa / DF",Jesus do Amparo,Ceará,49873511,1998-03-16,27,Empacotador,Borges,12550,1.8,115.5,35.6,64868,2668058609591281,828,7,2025-09-06 05:55:19
99,Agatha Marques,029***.***-99,762308515,j***@example.com,***-****-1140,"Avenida de Rezende, 46
Vila Bandeirantes
84402300 Sales / PA",Correia,Pernambuco,96204-864,1987-02-16,38,Hostess,Oliveira,5799,1.61,80.8,31.2,85088,4768319283717,592,11,2022-09-29 12:45:34
100,Caroline Porto,356***.***-84,852137461,a***@example.com,***-****-8157,"Recanto Benjamim Rezende, 55
Coqueiros
38529021 Abreu de Costela / PI",Cirino,Minas Gerais,11033-139,1966-12-19,58,Tecnólogo em negócios imobiliários,Pinto Lima S/A,47667,1.99,101.2,25.6,19049,180095545945984,329,18,2023-04-16 11:21:58
101,João Lucas Nogueira,026***.***-07,425803168,m***@example.net,***-****-4323,"Ladeira de Leão, 94
Vila Da Paz
55773-978 Silva / RR",Rezende,São Paulo,28659285,1987-09-07,38,Lubrificador de máquinas,Cavalcanti Freitas - ME,48047,1.96,69.9,18.2,55291,30017367503305,827,5,2025-08-05 08:04:15
102,Bianca Pimenta,072***.***-94,810375266,b***@example.com,***-****-5168,"Quadra de Rocha, 275
Colégio Batista
12532-808 Azevedo / RN",Oliveira,Rio Grande do Norte,14248-973,2000-01-06,25,Engenheiro agrícola,da Cunha,11780,1.97,104.2,26.8,7719,4213130886996008,463,17,2021-02-08 14:19:26
103,Allana Rodrigues,890***.***-40,81342706X,d***@example.net,***-****-5271,"Chácara de Camargo, 44
Canadá
65789763 Albuquerque / AM",Farias,Piauí,30645301,1994-01-24,31,Sexólogo,da Conceição Garcia e Filhos,49926,1.52,71.2,30.8,40640,3590264006483749,734,19,2020-10-30 00:29:03
104,Yasmin Aragão,926***.***-50,170458325,j***@example.com,***-****-8807,"Campo de Mendes, 52
Mangabeiras
64334452 Ribeiro de Moraes / RJ",Albuquerque,Alagoas,60454294,2005-07-25,20,Biomédico,Ribeiro,47010,1.72,50.3,17.0,19687,676311527466,628,16,2023-03-06 12:00:07
105,Dra. Hadassa Monteiro,147***.***-31,20573148X,c***@example.org,***-****-3669,"Recanto Silveira, 29
Padre Eustáquio
19052-663 Moura da Serra / AP",Sá das Pedras,Roraima,39800-556,2005-10-16,19,Educador integrado à saúde pública,da Cruz,9591,1.85,109.5,32.0,45444,180021522849023,402,14,2022-04-02 19:18:56
106,Dr. Lucas Camargo,931***.***-19,03241576X,l***@example.net,***-****-2360,"Trecho Léo Silva
Esplanada
67709906 Azevedo de Nascimento / RJ",Peixoto,Espírito Santo,15332044,1947-05-26,78,Designer de moda,Aragão,49200,1.69,76.6,26.8,43310,3597076759430237,787,8,2022-02-18 16:36:14
107,Ágatha Cirino,103***.***-69,371042860,d***@example.net,***-****-4107,"Lagoa Lucca Almeida, 458
Castanheira
71098000 Macedo de Rezende / SC",Moreira do Sul,Piauí,28498654,1991-11-12,33,Agrônomo,Andrade Ltda.,3010,1.61,87.1,33.6,52678,4891282096989,682,17,2021-11-03 14:57:18
108,Ana Liz Leão,289***.***-49,723546083,h***@example.com,***-****-5436,"Avenida Alves, 86
Vila Canto Do Sabiá
08791-385 Gomes do Campo / MS",Almeida das Flores,Mato Grosso do Sul,72192467,1951-10-02,74,Assistente de direção,Gomes,22486,1.82,50.7,15.3,86333,36780668378933,697,9,2023-08-10 11:44:47
109,Sarah Moreira,952***.***-00,418502377,d***@example.net,***-****-2315,"Praça de Aparecida, 93
São Tomaz
26165-718 Machado Paulista / AM",Cunha da Praia,Maranhão,67815511,1974-07-22,51,Agrônomo,Monteiro,10984,1.86,81.4,23.5,6634,6011032602293224,416,20,2023-12-12 03:24:29
110,Antônio Novaes,930***.***-22,586174023,n***@example.org,***-****-4467,"Distrito Costa, 65
Conjunto Santa Maria
75737-961 Vasconcelos de Dias / CE",Monteiro de Goiás,Pernambuco,09600-430,1977-11-08,47,Técnico em agropecuária,Costa,27001,1.7,50.5,17.5,16009,4009008045943723,486,0,2025-04-16 00:43:55
111,Sr. Thiago Rocha,697***.***-66,670418328,i***@example.net,***-****-5635,"Residencial Pereira, 3
Goiania
10553-717 Barbosa de da Luz / GO",Mendonça do Oeste,Sergipe,23874109,1957-02-04,68,Médico geneticista,Garcia Ltda.,10715,1.99,78.0,19.7,7673,180068062318315,643,10,2022-01-17 01:10:04
112,Gustavo Martins,379***.***-10,276130480,a***@example.com,***-****-8798,"Fazenda de Albuquerque, 22
Pindura Saia
78723-373 Fernandes / PR",Cassiano de Aragão,Distrito Federal,23038-330,1993-10-30,31,Bedel,da Cunha,35788,1.59,112.0,44.3,46491,180040790764342,365,0,2025-09-05 21:53:25
113,Rodrigo Araújo,436***.***-84,154786032,p***@example.net,***-****-7430,"Feira Juliana Souza, 26
Bairro Das Indústrias Ii
32163-281 Pinto / SP",Cirino de Freitas,Paraná,66010664,1970-10-30,54,Clap loader,Moura Cirino S.A.,8102,1.76,98.0,31.6,78796,2231953674465544,303,17,2025-08-07 22:15:30
114,Melina Cardoso,351***.***-77,70314652X,g***@example.org,***-****-3747,"Viela de Moraes, 44
Vila Calafate
52138-730 Teixeira da Mata / DF",da Mota,Pernambuco,76454-104,1979-04-19,46,Instalador de painéis,Siqueira,23367,1.82,58.3,17.6,87728,4598587594441700400,482,12,2023-06-11 01:54:39
115,Benicio Macedo,879***.***-11,580312768,m***@example.org,***-****-4529,"Recanto Nunes, 33
Vila Nova Gameleira 1ª Seção
42880-786 Abreu Verde / RN",Fonseca,Paraná,51219-738,1987-10-01,38,Karateca,Moraes - EI,36732,1.52,65.0,28.1,60440,340274297814980,470,12,2023-03-06 07:43:19
116,Luiz Otávio Sousa,509***.***-06,410236573,m***@example.org,***-****-7708,"Travessa Farias
Conjunto Serra Verde
42671-686 Costa de Brito / CE",Pinto,Rio Grande do Sul,69135510,1981-04-11,44,Empregado doméstico,Barros,12420,1.66,71.3,25.9,78372,3546440342848093,554,17,2024-03-27 23:12:30
117,Ana Liz Ramos,821***.***-67,734850165,r***@example.net,***-****-3134,"Praça da Cruz, 44
Frei Leopoldo
72584362 Vieira / RR",Sousa de da Mata,Acre,58456101,1955-09-11,70,Nadador,Pires,29700,1.53,61.7,26.4,77764,4564090668909568,627,8,2022-06-28 22:51:56
118,Kevin Sá,810***.***-15,052834761,l***@example.org,***-****-0191,"Recanto Sá, 40
Santa Terezinha
48700901 Monteiro de Goiás / SC",da Luz,Mato Grosso,72469008,1988-04-26,37,Pediatra,da Mota,48320,1.66,101.3,36.8,15410,3596068896823821,744,4,2024-07-22 20:38:36
119,Ana Sophia Farias,824***.***-87,518067439,p***@example.net,***-****-9741,"Viaduto de Brito, 57
Mariano De Abreu
57722-647 Casa Grande de Ribeiro / BA",Melo,Minas Gerais,35190832,1986-10-29,38,Modelista,Borges - EI,42901,1.51,55.1,24.2,60351,30549534496732,468,0,2022-03-28 04:05:29
120,Brenda Montenegro,607***.***-96,453801729,l***@example.org,***-****-8312,"Feira Otto da Cruz, 224
Vila Ouro Minas
87489498 Guerra Alegre / SP",Sousa de Goiás,Distrito Federal,13629446,1993-06-27,32,Tecnólogo em recursos pesqueiros,Cavalcante,20756,1.91,55.5,15.2,31001,4609511143947,524,1,2023-03-10 17:40:21
121,Oliver Santos,413***.***-26,640231755,b***@example.org,***-****-2329,"Feira Anna Liz Freitas
Primeiro De Maio
26823-982 Novais de Marques / MA",Cardoso,Rio Grande do Sul,56339-474,1991-08-29,34,Ginasta artística,Gomes,12021,1.64,54.3,20.2,55672,6011133789405746,501,14,2025-10-03 00:47:39
122,Isaque Silveira,601***.***-06,847526100,r***@example.com,***-****-3409,"Chácara Nascimento, 299
Parque São José
12953-326 Porto de Souza / AL",Nunes,Distrito Federal,93654-825,1967-06-09,58,Engenheiro aeronáutico,Rios Ltda.,6433,1.85,109.0,31.8,10656,4640750321609818,428,4,2025-08-28 03:06:20
123,Diogo Barbosa,496***.***-01,726508147,r***@example.net,***-****-0467,"Esplanada de Peixoto, 29
Fazendinha
41013838 Pimenta de Goiás / RR",Viana,Rio Grande do Sul,25317-352,1983-12-24,41,Imunologista,da Costa - EI,6087,1.7,88.8,30.7,42651,501810801800,479,19,2023-07-09 17:37:57
124,Alícia Vieira,790***.***-94,385024769,a***@example.com,***-****-3932,"Vila Nunes, 73
Vila Mangueiras
21149-228 Câmara de Minas / AL",Pacheco de Sousa,Roraima,02989213,1949-08-23,76,Timoneiro,Aparecida Novais - ME,8592,1.76,87.7,28.3,59977,4683063254519,639,17,2025-05-29 01:03:02
125,Luiz Otávio Nunes,520***.***-34,82175046X,s***@example.org,***-****-0203,"Esplanada Mariana Aparecida, 24
Mirtes
97838-091 da Rocha / DF",Campos de Sampaio,Piauí,59072-962,2001-05-18,24,Compositor,Duarte,22387,1.97,92.7,23.9,79039,501857288002,556,0,2024-12-20 07:06:21
126,Isabella da Costa,371***.***-91,250637418,j***@example.org,***-****-5498,"Colônia de Duarte, 85
Tupi B
00083420 da Rosa de Minas / SP",Moura,Amazonas,65997024,1958-01-28,67,Ortopedista,da Costa Gomes S/A,29640,1.77,69.4,22.2,15128,378680687234438,487,0,2024-08-28 10:57:04
127,Beatriz Andrade,917***.***-11,328714069,t***@example.net,***-****-9513,"Distrito Melo, 37
Vila Formosa
81706-403 Pinto de Minas / SP",Porto Alegre,Minas Gerais,92128-026,1952-09-22,73,Profissional de relacionamento com investidores RI,Fonseca,32213,1.57,99.6,40.4,89113,3536953792041664,462,14,2024-06-26 18:18:30
128,Arthur Miguel Casa Grande,639***.***-25,720413655,u***@example.com,***-****-5575,"Estação Ayla Vieira, 514
Santa Branca
60230-903 Viana do Norte / MA",Moreira,Goiás,04979717,1952-03-17,73,Turismólogo,Farias Ltda.,4324,1.83,110.4,33.0,84091,4918709512112052,599,14,2024-01-02 20:11:34
129,Bella Vasconcelos,847***.***-53,245876303,p***@example.net,***-****-7805,"Aeroporto Maria Teixeira, 8
Céu Azul
77199327 Siqueira do Norte / RN",Câmara,Ceará,20210984,1968-02-20,57,Harpista,Fonseca da Luz S/A,9501,1.93,118.6,31.8,49039,4007783048304784393,429,4,2023-05-08 12:35:45
130,Gael Henrique Correia,031***.***-78,610253785,l***@example.org,***-****-6524,"Travessa Silveira, 593
Vila Nova Gameleira 1ª Seção
67113-114 Mendes de Câmara / MG",Silveira,Pernambuco,80456-672,1948-08-03,77,Angiologista,Silveira Rezende e Filhos,13109,1.96,75.6,19.7,51927,30409543848714,684,3,2024-12-30 11:00:18
131,Dr. Thomas Siqueira,169***.***-59,652703410,a***@example.com,***-****-5578,"Núcleo Leandro Caldeira
Jardim São José
28878-219 da Cunha do Amparo / AL",Nascimento,Rio Grande do Norte,25031852,1975-07-31,50,Profissional de informática,Azevedo,42072,1.75,64.5,21.1,12145,630477426211,301,0,2024-03-17 20:47:28
132,Thales da Paz,360***.***-10,516082437,m***@example.com,***-****-7595,"Estação Matteo da Mota, 79
Mineirão
67218310 Pereira / AC",Moraes de Alves,Piauí,22496-886,1993-12-01,31,Vereador,Moreira Teixeira - ME,14283,1.53,70.6,30.2,31723,375006515315558,805,11,2025-07-16 21:13:40
133,Clarice Caldeira,580***.***-01,823045614,x***@example.net,***-****-8514,"Distrito de Novais, 69
Braúnas
94174-618 Cavalcanti Verde / PA",Nunes,Pernambuco,54629-336,1975-07-09,50,Chaveiro,Ramos Ltda.,29653,1.66,53.2,19.3,15750,3538269296947688,481,0,2024-01-29 16:16:13
134,Sra. Valentina Castro,931***.***-95,350672489,c***@example.com,***-****-9106,"Conjunto de Novais, 770
Camponesa 1ª Seção
65159-708 Novais do Norte / MG",Souza da Mata,Santa Catarina,21171-048,1956-08-09,69,Forneiro,Caldeira Sá S.A.,42524,1.91,115.3,31.6,80249,6551300773769793,766,19,2021-07-05 13:23:25
135,Rael Leão,835***.***-39,054167280,i***@example.net,***-****-0336,"Jardim João Vitor Sampaio, 14
Granja De Freitas
57236-083 Moraes das Pedras / ES",Martins,Rondônia,44211664,2007-08-30,18,Classificador contábil,Peixoto S.A.,6178,1.78,84.3,26.6,51998,4727681828139508109,474,14,2024-05-28 14:28:30
136,José Rodrigues,127***.***-04,683025144,j***@example.net,***-****-3570,"Esplanada de Gonçalves, 15
Palmares
01149-288 Mendes das Flores / AC",Siqueira da Praia,Acre,53966-870,2001-09-12,24,Alergologista,da Costa,39615,1.53,86.9,37.1,66378,3571278785091187,461,10,2021-01-08 21:11:23
137,Agatha Novais,147***.***-73,460751232,n***@example.com,***-****-1870,"Área Maria Júlia Ferreira, 27
Vila Santa Monica 2ª Seção
90431435 Novaes Verde / RJ",Jesus,Roraima,12836-519,1984-04-12,41,Especialista em agronegócios,Mendonça,40518,1.72,114.4,38.7,22446,4521936782533975077,541,18,2021-06-22 17:24:02
138,Oliver Pastor,852***.***-46,780315467,h***@example.org,***-****-5629,"Fazenda Carvalho, 40
Rio Branco
80715907 Souza Grande / MG",Barros do Sul,Pernambuco,90862-413,1953-03-23,72,Enólogo,Pastor S.A.,36389,1.66,96.7,35.1,25569,4339802359428854,533,19,2025-05-12 02:28:16
139,Luara Aparecida,594***.***-52,480672519,a***@example.com,***-****-1459,"Avenida Almeida, 2
Milionario
14697-817 da Mota / MT",Peixoto de Cavalcanti,Rondônia,24794-243,2005-04-18,20,Profissional de cinema,Costa Brito e Filhos,32876,1.55,82.0,34.1,19219,4715008309057082,838,19,2023-05-07 06:05:19
140,Catarina Vargas,670***.***-95,35071468X,q***@example.org,***-****-3948,"Travessa de da Luz, 65
Vila Das Oliveiras
60518830 Ramos de Rodrigues / SE",Cardoso,Sergipe,19341510,2003-11-16,21,Conferente de expedição,Caldeira,23832,1.52,56.2,24.3,80501,4723550926495567,420,4,2020-12-14 02:05:25
141,Alexandre Machado,649***.***-49,064157830,d***@example.org,***-****-4339,"Distrito Felipe Vieira, 11
Marmiteiros
06961505 Jesus / PI",da Cruz,Paraná,49711216,1957-01-22,68,Capoeirista,da Paz - ME,36841,1.87,65.1,18.6,80998,2702313772629758,782,20,2023-06-06 12:53:30
142,Mirella Novaes,208***.***-30,51362708X,l***@example.org,***-****-8059,"Trevo Lima, 264
Vila Maloca
91026-435 Lopes / ES",Siqueira de Goiás,Santa Catarina,80102567,1997-10-15,27,Engraxate,Moraes S.A.,8551,1.74,54.2,17.9,44268,3586985048004491,499,7,2025-01-26 00:09:59
143,Srta. Ana Vitória Mendonça,173***.***-05,645832108,m***@example.com,***-****-6935,"Feira Pedro Borges
Ambrosina
88544-004 da Rosa do Amparo / AP",Dias Verde,Santa Catarina,72209782,1951-01-30,74,Marketeiro,Castro Ltda.,29288,1.66,118.5,43.0,76690,3501002927664064,353,0,2022-01-27 01:52:35
144,Leandro Teixeira,681***.***-68,318560720,b***@example.com,***-****-8700,"Via Siqueira, 948
São João Batista
04468099 Costela / RN",da Mota do Oeste,Rio Grande do Norte,48420219,1964-07-27,61,Engenheiro de controle e automação,Pacheco,22975,1.56,84.4,34.7,66989,213186242374858,369,5,2022-07-18 12:38:36
145,Mariah da Rosa,015***.***-51,284056133,w***@example.com,***-****-3778,"Aeroporto de Santos, 2
Vila Ipiranga
14873-907 Brito das Flores / RO",da Cunha da Mata,Rondônia,93626-841,1975-07-01,50,Sociólogo,Cunha,13470,1.75,108.0,35.3,43979,3557146357490616,304,20,2022-03-14 21:01:31
146,Eloá Cardoso,462***.***-70,278036144,c***@example.org,***-****-2247,"Vereda Henrique Novais, 92
São Bento
24146-875 Pinto / MG",Cassiano,Espírito Santo,14946196,1986-12-23,38,Estofador,Castro,41903,1.94,88.2,23.4,40459,180094370574498,818,7,2025-01-19 23:35:26
147,Alice Nogueira,985***.***-95,271036485,p***@example.org,***-****-9913,"Recanto Isabella Castro
Sport Club
99965-681 Novaes do Galho / RO",Aparecida do Oeste,Rondônia,94445-188,1980-04-08,45,Cirurgião bucal,Novais,6440,1.79,57.0,17.8,89056,4453650091681647904,728,20,2023-11-18 05:49:03
148,Ana Beatriz Vieira,764***.***-50,603842756,l***@example.com,***-****-5227,"Via Vieira, 1
São Marcos
86661-521 Santos / MA",Azevedo da Prata,Rio Grande do Norte,79761-629,1947-01-06,78,Musicoterapeuta,Pimenta S.A.,34078,1.9,52.7,14.6,23298,213134588010264,690,7,2023-11-24 14:30:24
149,Sra. Milena Borges,831***.***-40,084721650,q***@example.net,***-****-2299,"Lago de Almeida, 554
Maria Tereza
15008-915 da Paz da Serra / PE",Porto do Campo,São Paulo,08387426,1955-03-13,70,Cerimonialista,Martins da Cruz - EI,48077,1.7,55.3,19.1,69148,3526056291002617,791,1,2025-04-03 05:38:30
150,Maysa Brito,637***.***-16,037451820,c***@example.com,***-****-7185,"Vila Rocha, 8
Nossa Senhora Aparecida
28618-132 Lopes dos Dourados / AP",Casa Grande de Dias,Distrito Federal,58139-178,2003-05-29,22,Continuista,Campos S/A,5242,1.88,65.5,18.5,80528,4853629242826408,582,3,2021-04-27 14:05:39
151,Pietro Costela,490***.***-22,354782010,a***@example.net,***-****-2011,"Condomínio Sá, 90
Oeste
31627353 Sousa da Praia / TO",Souza,Maranhão,73412035,1999-08-11,26,Cambista,Moreira da Mota Ltda.,11560,1.98,89.6,22.9,49817,30000300653932,596,3,2025-02-17 15:53:59
152,Sofia da Mota,284***.***-37,051263749,l***@example.com,***-****-2620,"Condomínio João Miguel Lima, 51
São Geraldo
75510-559 da Rosa Paulista / CE",da Cruz,Sergipe,79181426,1981-04-22,44,Produtor de eventos,Rios,27871,1.51,115.1,50.5,65462,4834978866926342866,622,2,2025-05-17 09:13:02
153,Benicio Siqueira,931***.***-16,708216547,r***@example.com,***-****-1748,"Jardim Sabrina Albuquerque
Manacas
35847107 Pacheco / RJ",Correia do Galho,Pernambuco,28862-054,1991-07-22,34,Neurologista,Melo,18154,1.74,73.1,24.1,20094,340687879062639,691,7,2024-05-12 16:09:26
154,Isabella Moraes,917***.***-86,860372418,m***@example.net,***-****-8916,"Viela de Novaes
São Cristóvão
32715949 Farias do Campo / AP",Vargas da Serra,Pará,46711497,1953-06-22,72,Oftalmologista,Cavalcante Pires Ltda.,15921,1.65,79.2,29.1,97149,3522418060551782,754,9,2023-11-01 01:58:40
155,Nina Correia,379***.***-30,471835262,f***@example.net,***-****-1166,"Viela de Sampaio
Cardoso
38214698 Araújo / SC",da Mata,Alagoas,55660-367,1988-09-01,37,Perfumista,Correia,48650,1.8,84.4,26.0,62533,566751657354,824,19,2023-09-13 06:37:55
156,Lunna Albuquerque,206***.***-80,43506812X,l***@example.net,***-****-3277,"Passarela de Rocha, 5
Lourdes
63349-439 da Mata do Amparo / PE",Câmara,Rio Grande do Sul,76858745,1969-06-23,56,Gerente de inovações ou novos negócios,Correia,34376,1.93,79.8,21.4,98572,3570640062090037,782,16,2025-06-20 23:08:27
157,Sara Marques,798***.***-05,348125707,l***@example.net,***-****-4252,"Vereda de Costela, 2
Flavio De Oliveira
59093-771 Vargas dos Dourados / PR",Montenegro Grande,Bahia,69368488,1980-07-08,45,Engenheiro físico,Lima,24143,1.86,110.7,32.0,12515,4836501872880660,324,10,2021-01-19 14:39:36
158,Lunna da Paz,246***.***-37,048531728,d***@example.net,***-****-1945,"Vila de Rios, 805
Nova Gameleira
71631446 Ferreira / MT",Moreira,Rio Grande do Norte,98700210,1948-04-21,77,Profissional de reciclagem,Pires - EI,6213,1.9,93.0,25.8,5086,675916340747,564,13,2022-04-10 01:41:49
159,Ana Sales,927***.***-85,701452833,d***@example.com,***-****-6152,"Vale Andrade, 790
Vila Havaí
20396-547 Barbosa de Goiás / MG",Pereira da Praia,Santa Catarina,90061682,1992-03-29,33,Ortoptista,Ferreira - EI,5182,1.55,94.3,39.3,84109,4996793864450166,561,11,2024-11-10 20:28:58
160,Brenda Costela,173***.***-07,301754627,g***@example.org,***-****-6747,"Lago de Camargo, 53
Pongelupe
45887781 Albuquerque do Norte / ES",Camargo,Mato Grosso do Sul,47200-384,1968-08-17,57,Eletricista,Guerra Vasconcelos S/A,34424,1.77,52.5,16.8,19471,372108424552066,761,0,2022-04-15 10:56:50
161,Srta. Caroline Azevedo,590***.***-70,801542637,d***@example.org,***-****-7424,"Vale Barbosa, 98
Delta
29856-580 Sá de Peixoto / RS",Machado das Flores,Rio de Janeiro,77260-982,1966-07-30,59,Gari,da Rocha Vargas S/A,26637,1.59,61.3,24.2,90475,4774000269940553,478,16,2023-03-20 21:27:11
162,Benicio da Luz,685***.***-44,870356148,i***@example.org,***-****-8601,"Jardim de Alves, 724
Cardoso
23990-571 da Mota de Araújo / RR",da Rosa,Rondônia,00887-494,1971-12-03,53,Capitão,da Rosa da Rocha e Filhos,16352,1.53,85.9,36.7,43767,4261289602405,737,15,2021-10-29 17:30:50
163,Eloá Pacheco,268***.***-08,358761025,m***@example.com,***-****-0480,"Colônia Ester Borges, 739
Vila Santo Antônio Barroquinha
03249-327 Porto dos Dourados / AP",Rios,Rio Grande do Norte,92409157,1964-01-04,61,Engenheiro físico,Aparecida,21535,1.74,64.8,21.4,66455,343290923784550,783,3,2024-08-03 08:53:20
164,Sra. Ana Laura Almeida,549***.***-47,750642130,y***@example.com,***-****-9558,"Fazenda Fernandes, 18
Vila Ecológica
16641347 Nogueira Verde / MG",Souza da Serra,Mato Grosso do Sul,44729728,1981-08-12,44,Apicultor,Mendonça,47167,1.8,101.6,31.4,92496,4760670659355814,476,20,2021-11-25 12:31:07
165,Anna Liz Vasconcelos,912***.***-01,048562130,i***@example.org,***-****-6983,"Pátio Moreira, 66
Paquetá
27209411 Montenegro / ES",Sales de Farias,Amazonas,63262810,1998-10-27,26,Orientador educacional,Rodrigues,26938,1.54,105.1,44.3,75699,213195220390646,713,6,2021-11-26 10:16:08
166,Dr. Levi Albuquerque,195***.***-48,642831075,i***@example.org,***-****-8866,"Fazenda Cardoso, 36
Delta
91516-119 Novaes / MS",Nascimento de Abreu,Sergipe,95848-124,1986-02-25,39,Amolador de ferramentas,Martins,7720,1.84,107.8,31.8,51651,3545336138415645,549,10,2024-07-29 06:14:59
167,Bento da Cruz,912***.***-07,753142685,a***@example.com,***-****-6209,"Sítio de da Cunha
Vila São Gabriel Jacui
11970-501 Aparecida / PR",da Mota de Nogueira,Espírito Santo,07574294,2000-09-13,25,Engenheiro de energia,Pires,4366,1.64,115.4,42.9,62875,180014746079501,483,14,2022-07-14 21:48:55
168,Henry Gabriel Machado,463***.***-74,170825462,v***@example.org,***-****-4479,"Lago Henrique Martins, 14
Vitoria Da Conquista
45073892 da Cunha / TO",Farias de Goiás,Ceará,29403-089,1979-11-30,45,Químico,Leão Rezende S/A,37043,1.74,100.4,33.2,46483,4858903522239748,533,18,2025-04-13 22:41:33
169,André Sousa,190***.***-15,583412671,r***@example.net,***-****-7388,"Distrito de Mendes, 14
Vitoria Da Conquista
91212-016 Rocha / PE",Santos de Dias,Tocantins,33982968,1959-05-10,66,Presidente da República,Gomes,35648,1.75,83.7,27.3,43939,6011135356035954,423,3,2021-06-10 23:00:49
170,Marina da Luz,783***.***-66,240751863,r***@example.com,***-****-7816,"Lagoa Olivia Carvalho, 79
Paulo Vi
12219640 Santos de Minas / PE",Gonçalves do Sul,Santa Catarina,52080345,2007-02-23,18,Headhunter,Martins,25807,1.58,78.8,31.6,78629,180041112871948,658,0,2022-10-25 09:23:25
