id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
80,Sra. Zoe Peixoto,054.876.392-56,085721360,69099e3bd9d101a1,2d74f650c9566f65,"Rua Aparecida, 2
Vila Rica
05622-331 Ferreira de Goiás / AM",da Costa,Rondônia,73857190,1973-05-31,52,Assistente administrativo,Dias - EI,15326,1.8,82.3,25.4,32305,5200301828252030,325,6,2024-03-12 22:25:49
81,Caleb Cavalcante,023.897.456-10,416275308,bc56185dbed09ded,bb4850770b3495a0,"Estrada Davi Lucas Fonseca, 37
Vila Aeroporto Jaraguá
72722-861 Castro do Campo / RO",Siqueira de Minas,Amapá,39126-173,1974-08-10,51,Brigadeiro,Camargo - ME,30317,1.62,108.0,41.2,39513,4825128770603755,629,6,2023-02-20 10:50:00
82,Davi Lucas Albuquerque,507.129.683-77,152047384,22c31887208cfdcd,673991e7f992ffb3,"Colônia Zoe Mendonça, 1
São Benedito
16874995 Machado de Siqueira / GO",da Conceição de Pastor,Ceará,25125-223,1957-06-20,68,Engenheiro de minas,da Cruz Silva Ltda.,49730,1.84,51.8,15.3,16083,6011294296455960,840,7,2021-02-13 02:24:43
83,Brayan Cassiano,690.134.258-60,785346028,e2c7cd2ad51b0824,85b9fd0e64c03efc,"Rodovia Pacheco, 30
Universitário
13340337 Casa Grande / RN",Pires,Tocantins,05810-868,1959-05-06,66,Repórter,Pastor,17876,1.51,99.8,43.8,16331,213192234191342,729,17,2025-03-20 07:39:13
84,Isadora Sales,426.791.803-13,304861753,f1233ba520268988,68c81a5b8bf02d2d,"Viela Luísa Lima, 978
Lagoinha Leblon
55423-535 Ramos de Cardoso / ES",Garcia de Fonseca,Rio Grande do Sul,02199579,1947-02-21,78,Geriatra,Montenegro,39906,1.85,80.6,23.6,6626,4206228028253004,796,7,2022-05-23 01:19:54
85,Lívia Albuquerque,861.340.257-71,380261571,934ac0f1b6151d52,b70bf50c9f5f5a92,"Ladeira de Carvalho, 9
Horto
45862-130 Cavalcanti / AM",Carvalho,Roraima,16148-087,1996-12-14,28,Agente de defesa sanitária,Sales S/A,48476,1.97,55.0,14.2,64658,4178655483446256725,313,0,2022-10-15 12:24:58
86,Calebe Camargo,845.236.701-53,851472631,e3e009b02e4b2e4d,cbcc39e810a8d2e7,"Favela José Fernandes, 265
Paraíso
24053209 Mendes da Mata / MS",Machado,Tocantins,43165406,1961-11-29,63,Administrador de redes,Rezende - EI,17927,1.74,108.3,35.8,68808,342494018522849,604,5,2022-06-02 13:50:07
87,Eduardo Almeida,701.462.893-31,435108621,828dd3ecc1be5037,c90dbdf323e51d66,"Área Viana, 181
Granja De Freitas
31119037 Cunha / AM",Siqueira,Alagoas,60078-273,2000-06-20,25,Ministro,Abreu S/A,42881,1.67,61.8,22.2,13491,4381776242252266,838,12,2025-07-27 18:01:11
88,Dr. Renan Silveira,859.362.017-59,853267406,35db6e4f39f5042f,ddf3ec58c23a3083,"Colônia de Rocha, 96
Lagoa
15181-750 Fonseca / PE",Cavalcanti do Norte,Paraná,56479483,1981-08-11,44,Artesão,Machado,49382,1.61,114.7,44.2,56657,4364863505269822,794,2,2024-11-23 14:54:44
89,Valentim Borges,917.680.325-21,753461080,cae2acbd035f8fe2,fb2ef31000a79ca9,"Aeroporto de Fonseca, 9
Nossa Senhora Do Rosário
79153-483 Martins Paulista / SC",da Cruz,Paraíba,76624-812,1985-05-06,40,Ministro,Fonseca,16963,1.7,95.7,33.1,22599,4231390109018828,360,15,2022-12-05 23:27:37
90,Sra. Clara Oliveira,381.592.407-32,182504670,2a1660e0752e1ffd,562add0e02c87165,"Loteamento de Rios, 4
Prado
37531733 Sales / SE",Rocha de Teixeira,São Paulo,99263017,1966-11-14,58,Ginasta artística,Marques,15023,1.75,81.8,26.7,37147,4771944782374498,735,7,2023-02-04 00:56:39
91,Luana Machado,493.172.650-06,062317854,e62131f70c42141f,0dda08401501de62,"Estrada Azevedo, 3
Alípio De Melo
69494-695 da Rocha / PA",Casa Grande de Goiás,Paraíba,54968229,1971-08-29,54,Cientista de alimentos,Rocha Araújo Ltda.,27938,1.83,62.3,18.6,11282,4709073196238663629,728,6,2024-01-01 14:29:00
92,Otto Silva,652.197.384-37,084723154,5201a91488aab714,6a6475a034d0cdc1,"Viela Maria Luiza Correia
Vila São Rafael
59799451 Oliveira Verde / SP",Rezende,Distrito Federal,85296154,1956-07-09,69,Instalador de linha telefônica,da Luz - ME,25312,1.58,51.9,20.8,58128,3542359549029139,725,5,2023-12-08 19:42:15
93,Maria Carvalho,548.927.630-47,438756216,55895cea7e2eabb5,7dd164964534a35c,"Largo Antony Cavalcante
Conjunto Taquaril
27276-195 Sampaio de Aragão / SE",Fogaça do Oeste,Espírito Santo,56642-136,1995-08-24,30,Cardiologista,Leão,34376,1.53,53.3,22.8,91545,6591214908928707,761,20,2023-02-27 15:05:49
94,Levi Mendes,132.589.704-32,624701359,3fc2a8f78720d613,cad87571b523dacc,"Vereda de Castro
Vila Sumaré
17212-327 Sousa / ES",Campos,Pernambuco,30888-135,1998-04-03,27,Tecnólogo em desenvolvimento social,Silveira da Mota e Filhos,26218,1.75,81.6,26.6,20923,30450992437989,693,3,2024-11-21 18:23:17
95,Julia Pastor,284.607.319-87,142687303,6f72100dde28c9a3,a5b678cd8b116b88,"Vale Fogaça
Jaqueline
59007-718 Nogueira de Lima / SC",Pereira de Ferreira,Rio Grande do Norte,04552208,1950-05-17,75,Patologista oral,Siqueira Pires S/A,36219,1.54,119.6,50.4,23692,3514289196776779,387,7,2021-08-03 02:32:07
96,Kevin Lima,875.310.946-57,418560730,7736c7838d9c8006,e96f555b492bcf74,"Vale de Albuquerque, 58
Nova Cachoeirinha
34422127 Garcia dos Dourados / PI",Dias de Moura,Rio de Janeiro,78866-900,1965-11-25,59,Sonoplasta,Correia,32179,1.56,88.7,36.4,56110,6583639710065670,330,9,2021-03-28 01:45:28
97,Mateus da Mota,756.932.108-12,086437252,2cc26f4409a8d275,13c7480b6aab93f4,"Estrada Cecilia Melo, 96
Camponesa 2ª Seção
11612-219 Andrade do Sul / MA",Abreu,Ceará,98053-975,2002-10-14,22,Agrimensor,Pacheco Freitas S.A.,34167,1.51,81.0,35.5,34391,36623950088523,328,10,2025-04-02 03:47:41
98,Helena Almeida,948.172.065-94,83145720X,5ef72181a2a647ef,4aa1609b92894157,"Campo Casa Grande, 81
Vila Madre Gertrudes 4ª Seção
45760715 Sousa / DF",Jesus do Amparo,Ceará,49873511,1998-03-16,27,Empacotador,Borges,12550,1.8,115.5,35.6,64868,2668058609591281,828,7,2025-09-06 05:55:19
99,Agatha Marques,029.637.145-99,762308515,ab5c1316b32a83f9,8223ecc3824a579e,"Avenida de Rezende, 46
Vila Bandeirantes
84402300 Sales / PA",Correia,Pernambuco,96204-864,1987-02-16,38,Hostess,Oliveira,5799,1.61,80.8,31.2,85088,4768319283717,592,11,2022-09-29 12:45:34
100,Caroline Porto,356.948.017-84,852137461,1e94417cd0f94ac1,93415df23dc2aeea,"Recanto Benjamim Rezende, 55
Coqueiros
38529021 Abreu de Costela / PI",Cirino,Minas Gerais,11033-139,1966-12-19,58,Tecnólogo em negócios imobiliários,Pinto Lima S/A,47667,1.99,101.2,25.6,19049,180095545945984,329,18,2023-04-16 11:21:58
101,João Lucas Nogueira,026.749.315-07,425803168,d90b0117932f096d,6d8eaa44b2b5569d,"Ladeira de Leão, 94
Vila Da Paz
55773-978 Silva / RR",Rezende,São Paulo,28659285,1987-09-07,38,Lubrificador de máquinas,Cavalcanti Freitas - ME,48047,1.96,69.9,18.2,55291,30017367503305,827,5,2025-08-05 08:04:15
102,Bianca Pimenta,072.618.594-94,810375266,ae03b5b1c861204a,6202b35a6264701e,"Quadra de Rocha, 275
Colégio Batista
12532-808 Azevedo / RN",Oliveira,Rio Grande do Norte,14248-973,2000-01-06,25,Engenheiro agrícola,da Cunha,11780,1.97,104.2,26.8,7719,4213130886996008,463,17,2021-02-08 14:19:26
103,Allana Rodrigues,890.721.563-40,81342706X,7fe6783c18060d39,a3a70043f6488037,"Chácara de Camargo, 44
Canadá
65789763 Albuquerque / AM",Farias,Piauí,30645301,1994-01-24,31,Sexólogo,da Conceição Garcia e Filhos,49926,1.52,71.2,30.8,40640,3590264006483749,734,19,2020-10-30 00:29:03
104,Yasmin Aragão,926.708.413-50,170458325,348da0b910503335,bd3f0dbe9c76de85,"Campo de Mendes, 52
Mangabeiras
64334452 Ribeiro de Moraes / RJ",Albuquerque,Alagoas,60454294,2005-07-25,20,Biomédico,Ribeiro,47010,1.72,50.3,17.0,19687,676311527466,628,16,2023-03-06 12:00:07
105,Dra. Hadassa Monteiro,147.928.630-31,20573148X,1068a92edcd83738,bf91facddc8726d3,"Recanto Silveira, 29
Padre Eustáquio
19052-663 Moura da Serra / AP",Sá das Pedras,Roraima,39800-556,2005-10-16,19,Educador integrado à saúde pública,da Cruz,9591,1.85,109.5,32.0,45444,180021522849023,402,14,2022-04-02 19:18:56
106,Dr. Lucas Camargo,931.586.427-19,03241576X,f6e2f02d9268e549,dcded7132bdae9ea,"Trecho Léo Silva
Esplanada
67709906 Azevedo de Nascimento / RJ",Peixoto,Espírito Santo,15332044,1947-05-26,78,Designer de moda,Aragão,49200,1.69,76.6,26.8,43310,3597076759430237,787,8,2022-02-18 16:36:14
107,Ágatha Cirino,103.892.476-69,371042860,fb35519b5ff10062,9ed666a930a2c9c9,"Lagoa Lucca Almeida, 458
Castanheira
71098000 Macedo de Rezende / SC",Moreira do Sul,Piauí,28498654,1991-11-12,33,Agrônomo,Andrade Ltda.,3010,1.61,87.1,33.6,52678,4891282096989,682,17,2021-11-03 14:57:18
108,Ana Liz Leão,289.760.451-49,723546083,5f95d5673ddc30c3,475fbb1c55d6ff32,"Avenida Alves, 86
Vila Canto Do Sabiá
08791-385 Gomes do Campo / MS",Almeida das Flores,Mato Grosso do Sul,72192467,1951-10-02,74,Assistente de direção,Gomes,22486,1.82,50.7,15.3,86333,36780668378933,697,9,2023-08-10 11:44:47
109,Sarah Moreira,952.346.087-00,418502377,18d2af233bf06ab6,4cda27f49e09248e,"Praça de Aparecida, 93
São Tomaz
26165-718 Machado Paulista / AM",Cunha da Praia,Maranhão,67815511,1974-07-22,51,Agrônomo,Monteiro,10984,1.86,81.4,23.5,6634,6011032602293224,416,20,2023-12-12 03:24:29
110,Antônio Novaes,930.786.124-22,586174023,3ded10324ca12ccf,a53093378df9de41,"Distrito Costa, 65
Conjunto Santa Maria
75737-961 Vasconcelos de Dias / CE",Monteiro de Goiás,Pernambuco,09600-430,1977-11-08,47,Técnico em agropecuária,Costa,27001,1.7,50.5,17.5,16009,4009008045943723,486,0,2025-04-16 00:43:55
111,Sr. Thiago Rocha,697.834.501-66,670418328,108f5019619fac62,13bb2d3d30be04a1,"Residencial Pereira, 3
Goiania
10553-717 Barbosa de da Luz / GO",Mendonça do Oeste,Sergipe,23874109,1957-02-04,68,Médico geneticista,Garcia Ltda.,10715,1.99,78.0,19.7,7673,180068062318315,643,10,2022-01-17 01:10:04
112,Gustavo Martins,379.685.140-10,276130480,02d558912da0a19c,c0c7b0900d7d3b18,"Fazenda de Albuquerque, 22
Pindura Saia
78723-373 Fernandes / PR",Cassiano de Aragão,Distrito Federal,23038-330,1993-10-30,31,Bedel,da Cunha,35788,1.59,112.0,44.3,46491,180040790764342,365,0,2025-09-05 21:53:25
113,Rodrigo Araújo,436.987.051-84,154786032,98a1abfc38a87e70,5385b2185cd250d1,"Feira Juliana Souza, 26
Bairro Das Indústrias Ii
32163-281 Pinto / SP",Cirino de Freitas,Paraná,66010664,1970-10-30,54,Clap loader,Moura Cirino S.A.,8102,1.76,98.0,31.6,78796,2231953674465544,303,17,2025-08-07 22:15:30
114,Melina Cardoso,351.029.768-77,70314652X,46dea18b1f8771d8,cf1518a74fd9a376,"Viela de Moraes, 44
Vila Calafate
52138-730 Teixeira da Mata / DF",da Mota,Pernambuco,76454-104,1979-04-19,46,Instalador de painéis,Siqueira,23367,1.82,58.3,17.6,87728,4598587594441700400,482,12,2023-06-11 01:54:39
115,Benicio Macedo,879.260.514-11,580312768,d9ab6706f686dc70,e8e43e3b1b4bca29,"Recanto Nunes, 33
Vila Nova Gameleira 1ª Seção
42880-786 Abreu Verde / RN",Fonseca,Paraná,51219-738,1987-10-01,38,Karateca,Moraes - EI,36732,1.52,65.0,28.1,60440,340274297814980,470,12,2023-03-06 07:43:19
116,Luiz Otávio Sousa,509.328.461-06,410236573,57a07799af48bf1e,4b0837e3a6547ae5,"Travessa Farias
Conjunto Serra Verde
42671-686 Costa de Brito / CE",Pinto,Rio Grande do Sul,69135510,1981-04-11,44,Empregado doméstico,Barros,12420,1.66,71.3,25.9,78372,3546440342848093,554,17,2024-03-27 23:12:30
117,Ana Liz Ramos,821.590.746-67,734850165,bf37415b69f9089e,53d3853485ff5e82,"Praça da Cruz, 44
Frei Leopoldo
72584362 Vieira / RR",Sousa de da Mata,Acre,58456101,1955-09-11,70,Nadador,Pires,29700,1.53,61.7,26.4,77764,4564090668909568,627,8,2022-06-28 22:51:56
118,Kevin Sá,810.496.253-15,052834761,141b9ea45551797b,dd0251c647170c97,"Recanto Sá, 40
Santa Terezinha
48700901 Monteiro de Goiás / SC",da Luz,Mato Grosso,72469008,1988-04-26,37,Pediatra,da Mota,48320,1.66,101.3,36.8,15410,3596068896823821,744,4,2024-07-22 20:38:36
119,Ana Sophia Farias,824.710.963-87,518067439,62b07c6a1288465c,f39e82607413099d,"Viaduto de Brito, 57
Mariano De Abreu
57722-647 Casa Grande de Ribeiro / BA",Melo,Minas Gerais,35190832,1986-10-29,38,Modelista,Borges - EI,42901,1.51,55.1,24.2,60351,30549534496732,468,0,2022-03-28 04:05:29
120,Brenda Montenegro,607.814.239-96,453801729,13b017fc89b98aab,2b449859e3ddbd43,"Feira Otto da Cruz, 224
Vila Ouro Minas
87489498 Guerra Alegre / SP",Sousa de Goiás,Distrito Federal,13629446,1993-06-27,32,Tecnólogo em recursos pesqueiros,Cavalcante,20756,1.91,55.5,15.2,31001,4609511143947,524,1,2023-03-10 17:40:21
121,Oliver Santos,413.265.078-26,640231755,60d4bbad4babcd17,0afae7d37cfba49f,"Feira Anna Liz Freitas
Primeiro De Maio
26823-982 Novais de Marques / MA",Cardoso,Rio Grande do Sul,56339-474,1991-08-29,34,Ginasta artística,Gomes,12021,1.64,54.3,20.2,55672,6011133789405746,501,14,2025-10-03 00:47:39
122,Isaque Silveira,601.385.492-06,847526100,4110abec85ed37e8,1995d2fedf98d062,"Chácara Nascimento, 299
Parque São José
12953-326 Porto de Souza / AL",Nunes,Distrito Federal,93654-825,1967-06-09,58,Engenheiro aeronáutico,Rios Ltda.,6433,1.85,109.0,31.8,10656,4640750321609818,428,4,2025-08-28 03:06:20
123,Diogo Barbosa,496.802.715-01,726508147,375e0cbd626b163f,f188951725a95e6b,"Esplanada de Peixoto, 29
Fazendinha
41013838 Pimenta de Goiás / RR",Viana,Rio Grande do Sul,25317-352,1983-12-24,41,Imunologista,da Costa - EI,6087,1.7,88.8,30.7,42651,501810801800,479,19,2023-07-09 17:37:57
124,Alícia Vieira,790.126.854-94,385024769,1ca0139479d5267f,12018b45334edb85,"Vila Nunes, 73
Vila Mangueiras
21149-228 Câmara de Minas / AL",Pacheco de Sousa,Roraima,02989213,1949-08-23,76,Timoneiro,Aparecida Novais - ME,8592,1.76,87.7,28.3,59977,4683063254519,639,17,2025-05-29 01:03:02
125,Luiz Otávio Nunes,520.376.149-34,82175046X,433ef62ab395f451,f5af1028658830a3,"Esplanada Mariana Aparecida, 24
Mirtes
97838-091 da Rocha / DF",Campos de Sampaio,Piauí,59072-962,2001-05-18,24,Compositor,Duarte,22387,1.97,92.7,23.9,79039,501857288002,556,0,2024-12-20 07:06:21
126,Isabella da Costa,371.254.869-91,250637418,fa3c66d49898b570,095af1a0a9f548a0,"Colônia de Duarte, 85
Tupi B
00083420 da Rosa de Minas / SP",Moura,Amazonas,65997024,1958-01-28,67,Ortopedista,da Costa Gomes S/A,29640,1.77,69.4,22.2,15128,378680687234438,487,0,2024-08-28 10:57:04
127,Beatriz Andrade,917.258.046-11,328714069,e09d5ae612d55d96,8d9af98517e4a3ad,"Distrito Melo, 37
Vila Formosa
81706-403 Pinto de Minas / SP",Porto Alegre,Minas Gerais,92128-026,1952-09-22,73,Profissional de relacionamento com investidores RI,Fonseca,32213,1.57,99.6,40.4,89113,3536953792041664,462,14,2024-06-26 18:18:30
128,Arthur Miguel Casa Grande,639.052.147-25,720413655,95d34c977d89a80c,5655a4c529878779,"Estação Ayla Vieira, 514
Santa Branca
60230-903 Viana do Norte / MA",Moreira,Goiás,04979717,1952-03-17,73,Turismólogo,Farias Ltda.,4324,1.83,110.4,33.0,84091,4918709512112052,599,14,2024-01-02 20:11:34
129,Bella Vasconcelos,847.513.206-53,245876303,514d4d06b4d81150,0e49f86d7ac8dfec,"Aeroporto Maria Teixeira, 8
Céu Azul
77199327 Siqueira do Norte / RN",Câmara,Ceará,20210984,1968-02-20,57,Harpista,Fonseca da Luz S/A,9501,1.93,118.6,31.8,49039,4007783048304784393,429,4,2023-05-08 12:35:45
130,Gael Henrique Correia,031.492.867-78,610253785,fc6e386935724a91,358285b91e945537,"Travessa Silveira, 593
Vila Nova Gameleira 1ª Seção
67113-114 Mendes de Câmara / MG",Silveira,Pernambuco,80456-672,1948-08-03,77,Angiologista,Silveira Rezende e Filhos,13109,1.96,75.6,19.7,51927,30409543848714,684,3,2024-12-30 11:00:18
131,Dr. Thomas Siqueira,169.387.052-59,652703410,437d6bb63932a0c7,0b269caac2ee8ba7,"Núcleo Leandro Caldeira
Jardim São José
28878-219 da Cunha do Amparo / AL",Nascimento,Rio Grande do Norte,25031852,1975-07-31,50,Profissional de informática,Azevedo,42072,1.75,64.5,21.1,12145,630477426211,301,0,2024-03-17 20:47:28
132,Thales da Paz,360.749.258-10,516082437,56ead62e54baf75a,3df8574c0d0bc199,"Estação Matteo da Mota, 79
Mineirão
67218310 Pereira / AC",Moraes de Alves,Piauí,22496-886,1993-12-01,31,Vereador,Moreira Teixeira - ME,14283,1.53,70.6,30.2,31723,375006515315558,805,11,2025-07-16 21:13:40
133,Clarice Caldeira,580.934.617-01,823045614,bdf98c642d0a73b1,52113930c54a09bd,"Distrito de Novais, 69
Braúnas
94174-618 Cavalcanti Verde / PA",Nunes,Pernambuco,54629-336,1975-07-09,50,Chaveiro,Ramos Ltda.,29653,1.66,53.2,19.3,15750,3538269296947688,481,0,2024-01-29 16:16:13
134,Sra. Valentina Castro,931.267.085-95,350672489,dde9ede5f987bb56,77d2284eeb60cd48,"Conjunto de Novais, 770
Camponesa 1ª Seção
65159-708 Novais do Norte / MG",Souza da Mata,Santa Catarina,21171-048,1956-08-09,69,Forneiro,Caldeira Sá S.A.,42524,1.91,115.3,31.6,80249,6551300773769793,766,19,2021-07-05 13:23:25
135,Rael Leão,835.614.709-39,054167280,22afb7317c5b6e90,8c6ff75306d815b5,"Jardim João Vitor Sampaio, 14
Granja De Freitas
57236-083 Moraes das Pedras / ES",Martins,Rondônia,44211664,2007-08-30,18,Classificador contábil,Peixoto S.A.,6178,1.78,84.3,26.6,51998,4727681828139508109,474,14,2024-05-28 14:28:30
136,José Rodrigues,127.053.498-04,683025144,771789e7ac92eabd,b4d42d71a4258d11,"Esplanada de Gonçalves, 15
Palmares
01149-288 Mendes das Flores / AC",Siqueira da Praia,Acre,53966-870,2001-09-12,24,Alergologista,da Costa,39615,1.53,86.9,37.1,66378,3571278785091187,461,10,2021-01-08 21:11:23
137,Agatha Novais,147.862.593-73,460751232,79453d9c2d8d65c1,8d1dc73395cefd2a,"Área Maria Júlia Ferreira, 27
Vila Santa Monica 2ª Seção
90431435 Novaes Verde / RJ",Jesus,Roraima,12836-519,1984-04-12,41,Especialista em agronegócios,Mendonça,40518,1.72,114.4,38.7,22446,4521936782533975077,541,18,2021-06-22 17:24:02
138,Oliver Pastor,852.134.679-46,780315467,d0f255466358d555,70ee6c13a0ccd12b,"Fazenda Carvalho, 40
Rio Branco
80715907 Souza Grande / MG",Barros do Sul,Pernambuco,90862-413,1953-03-23,72,Enólogo,Pastor S.A.,36389,1.66,96.7,35.1,25569,4339802359428854,533,19,2025-05-12 02:28:16
139,Luara Aparecida,594.703.621-52,480672519,e40222a2d052bc5d,f6c4451fe0c08954,"Avenida Almeida, 2
Milionario
14697-817 da Mota / MT",Peixoto de Cavalcanti,Rondônia,24794-243,2005-04-18,20,Profissional de cinema,Costa Brito e Filhos,32876,1.55,82.0,34.1,19219,4715008309057082,838,19,2023-05-07 06:05:19
140,Catarina Vargas,670.231.589-95,35071468X,4336e9c56e8c4979,7c08d361371a54f9,"Travessa de da Luz, 65
Vila Das Oliveiras
60518830 Ramos de Rodrigues / SE",Cardoso,Sergipe,19341510,2003-11-16,21,Conferente de expedição,Caldeira,23832,1.52,56.2,24.3,80501,4723550926495567,420,4,2020-12-14 02:05:25
141,Alexandre Machado,649.120.785-49,064157830,cf8c66b1c8fb4eb1,0ff7a6f6c52b14ab,"Distrito Felipe Vieira, 11
Marmiteiros
06961505 Jesus / PI",da Cruz,Paraná,49711216,1957-01-22,68,Capoeirista,da Paz - ME,36841,1.87,65.1,18.6,80998,2702313772629758,782,20,2023-06-06 12:53:30
142,Mirella Novaes,208.571.639-30,51362708X,72bf69f572f2ec85,1c1701d8326cb9c2,"Trevo Lima, 264
Vila Maloca
91026-435 Lopes / ES",Siqueira de Goiás,Santa Catarina,80102567,1997-10-15,27,Engraxate,Moraes S.A.,8551,1.74,54.2,17.9,44268,3586985048004491,499,7,2025-01-26 00:09:59
143,Srta. Ana Vitória Mendonça,173.859.024-05,645832108,095335fbc8e85b2a,a68c1aff294a1a28,"Feira Pedro Borges
Ambrosina
88544-004 da Rosa do Amparo / AP",Dias Verde,Santa Catarina,72209782,1951-01-30,74,Marketeiro,Castro Ltda.,29288,1.66,118.5,43.0,76690,3501002927664064,353,0,2022-01-27 01:52:35
144,Leandro Teixeira,681.305.972-68,318560720,cc5d371b1894bcd1,37747e64f8d2e016,"Via Siqueira, 948
São João Batista
04468099 Costela / RN",da Mota do Oeste,Rio Grande do Norte,48420219,1964-07-27,61,Engenheiro de controle e automação,Pacheco,22975,1.56,84.4,34.7,66989,213186242374858,369,5,2022-07-18 12:38:36
145,Mariah da Rosa,015.896.243-51,284056133,75e1f67eb3037259,16cb3edd5c83c4ca,"Aeroporto de Santos, 2
Vila Ipiranga
14873-907 Brito das Flores / RO",da Cunha da Mata,Rondônia,93626-841,1975-07-01,50,Sociólogo,Cunha,13470,1.75,108.0,35.3,43979,3557146357490616,304,20,2022-03-14 21:01:31
146,Eloá Cardoso,462.935.018-70,278036144,57c3ec4a25a54791,a4213076d5e17337,"Vereda Henrique Novais, 92
São Bento
24146-875 Pinto / MG",Cassiano,Espírito Santo,14946196,1986-12-23,38,Estofador,Castro,41903,1.94,88.2,23.4,40459,180094370574498,818,7,2025-01-19 23:35:26
147,Alice Nogueira,985.162.370-95,271036485,4c77b1c2530e56f7,938d8f3b24f59472,"Recanto Isabella Castro
Sport Club
99965-681 Novaes do Galho / RO",Aparecida do Oeste,Rondônia,94445-188,1980-04-08,45,Cirurgião bucal,Novais,6440,1.79,57.0,17.8,89056,4453650091681647904,728,20,2023-11-18 05:49:03
148,Ana Beatriz Vieira,764.819.320-50,603842756,3fd8f839700b89aa,89b33c99d85a5481,"Via Vieira, 1
São Marcos
86661-521 Santos / MA",Azevedo da Prata,Rio Grande do Norte,79761-629,1947-01-06,78,Musicoterapeuta,Pimenta S.A.,34078,1.9,52.7,14.6,23298,213134588010264,690,7,2023-11-24 14:30:24
149,Sra. Milena Borges,831.742.690-40,084721650,e74ff938473397c4,a9fa1a2ac4419866,"Lago de Almeida, 554
Maria Tereza
15008-915 da Paz da Serra / PE",Porto do Campo,São Paulo,08387426,1955-03-13,70,Cerimonialista,Martins da Cruz - EI,48077,1.7,55.3,19.1,69148,3526056291002617,791,1,2025-04-03 05:38:30
150,Maysa Brito,637.540.129-16,037451820,b8181b391587af4c,c970d86d0fd97bc0,"Vila Rocha, 8
Nossa Senhora Aparecida
28618-132 Lopes dos Dourados / AP",Casa Grande de Dias,Distrito Federal,58139-178,2003-05-29,22,Continuista,Campos S/A,5242,1.88,65.5,18.5,80528,4853629242826408,582,3,2021-04-27 14:05:39
151,Pietro Costela,490.128.736-22,354782010,43f08b6ed7daf14a,269c2b0f82049ad7,"Condomínio Sá, 90
Oeste
31627353 Sousa da Praia / TO",Souza,Maranhão,73412035,1999-08-11,26,Cambista,Moreira da Mota Ltda.,11560,1.98,89.6,22.9,49817,30000300653932,596,3,2025-02-17 15:53:59
152,Sofia da Mota,284.769.351-37,051263749,b74f56514ddc8818,c4e87c1c07e2deeb,"Condomínio João Miguel Lima, 51
São Geraldo
75510-559 da Rosa Paulista / CE",da Cruz,Sergipe,79181426,1981-04-22,44,Produtor de eventos,Rios,27871,1.51,115.1,50.5,65462,4834978866926342866,622,2,2025-05-17 09:13:02
153,Benicio Siqueira,931.745.026-16,708216547,70a6ad7e9f7f1386,e2006cf73e762c6e,"Jardim Sabrina Albuquerque
Manacas
35847107 Pacheco / RJ",Correia do Galho,Pernambuco,28862-054,1991-07-22,34,Neurologista,Melo,18154,1.74,73.1,24.1,20094,340687879062639,691,7,2024-05-12 16:09:26
154,Isabella Moraes,917.352.608-86,860372418,c866555ab0b67b2f,75259e25edd8e0d3,"Viela de Novaes
São Cristóvão
32715949 Farias do Campo / AP",Vargas da Serra,Pará,46711497,1953-06-22,72,Oftalmologista,Cavalcante Pires Ltda.,15921,1.65,79.2,29.1,97149,3522418060551782,754,9,2023-11-01 01:58:40
155,Nina Correia,379.528.061-30,471835262,bcfef96678c82dc4,cd02e6820781e538,"Viela de Sampaio
Cardoso
38214698 Araújo / SC",da Mata,Alagoas,55660-367,1988-09-01,37,Perfumista,Correia,48650,1.8,84.4,26.0,62533,566751657354,824,19,2023-09-13 06:37:55
156,Lunna Albuquerque,206.453.719-80,43506812X,23ab2c12d87ea40d,c812fcd856221a0d,"Passarela de Rocha, 5
Lourdes
63349-439 da Mata do Amparo / PE",Câmara,Rio Grande do Sul,76858745,1969-06-23,56,Gerente de inovações ou novos negócios,Correia,34376,1.93,79.8,21.4,98572,3570640062090037,782,16,2025-06-20 23:08:27
157,Sara Marques,798.140.253-05,348125707,be75fb6dfc51d9ef,7b947c5e27694fd3,"Vereda de Costela, 2
Flavio De Oliveira
59093-771 Vargas dos Dourados / PR",Montenegro Grande,Bahia,69368488,1980-07-08,45,Engenheiro físico,Lima,24143,1.86,110.7,32.0,12515,4836501872880660,324,10,2021-01-19 14:39:36
158,Lunna da Paz,246.187.359-37,048531728,ae78ccbff23cb2a2,c615e338ec2af0f5,"Vila de Rios, 805
Nova Gameleira
71631446 Ferreira / MT",Moreira,Rio Grande do Norte,98700210,1948-04-21,77,Profissional de reciclagem,Pires - EI,6213,1.9,93.0,25.8,5086,675916340747,564,13,2022-04-10 01:41:49
159,Ana Sales,927.106.854-85,701452833,bff12c37822f6257,53c9d67e1e236852,"Vale Andrade, 790
Vila Havaí
20396-547 Barbosa de Goiás / MG",Pereira da Praia,Santa Catarina,90061682,1992-03-29,33,Ortoptista,Ferreira - EI,5182,1.55,94.3,39.3,84109,4996793864450166,561,11,2024-11-10 20:28:58
