id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
78,Eloá Gomes,326.095.847-92,816037243,ana48@example.org,0800-361-9216,"Setor Moraes
Braúnas
63677272 Silveira de Moreira / SP",Caldeira de Brito,Ceará,05880-382,1998-12-06,26,Mecanógrafo,Ribeiro Jesus Ltda.,13610.55,1.61,112.0,43.2,47750.75,6563618031933349,474.55,1,2023-01-08 23:47:37
79,João Vitor Leão,760.584.193-01,157603428,helena07@example.com,84 8324-6467,"Chácara João Gabriel Peixoto, 65
Lourdes
89851853 Souza do Galho / MS",Costa,Santa Catarina,64870207,1959-05-07,66,Escritor,Farias,42775.77,1.76,90.4,29.2,18231.67,501800660521,435.4,6,2021-09-15 14:37:56
80,Sra. Zoe Peixoto,054.876.392-56,085721360,zoefernandes@example.com,+55 (061) 6530-4460,"Rua Aparecida, 2
Vila Rica
05622-331 Ferreira de Goiás / AM",da Costa,Rondônia,73857190,1973-05-31,52,Assistente administrativo,Dias - EI,15687.39,1.8,82.3,25.4,33325.63,5200301828252030,325.1,6,2024-03-12 22:25:49
81,Caleb Cavalcante,023.897.456-10,416275308,danilocassiano@example.org,0500-532-7642,"Estrada Davi Lucas Fonseca, 37
Vila Aeroporto Jaraguá
72722-861 Castro do Campo / RO",Siqueira de Minas,Amapá,39126-173,1974-08-10,51,Brigadeiro,Camargo - ME,30474.66,1.62,108.0,41.2,41793.65,4825128770603755,628.71,6,2023-02-20 10:50:00
82,Davi Lucas Albuquerque,507.129.683-77,152047384,theo63@example.net,41 2542-5624,"Colônia Zoe Mendonça, 1
São Benedito
16874995 Machado de Siqueira / GO",da Conceição de Pastor,Ceará,25125-223,1957-06-20,68,Engenheiro de minas,da Cruz Silva Ltda.,49990.69,1.84,51.8,15.3,17490.37,6011294296455960,839.88,7,2021-02-13 02:24:43
83,Brayan Cassiano,690.134.258-60,785346028,davi-lucasaparecida@example.com,(081) 0343 8979,"Rodovia Pacheco, 30
Universitário
13340337 Casa Grande / RN",Pires,Tocantins,05810-868,1959-05-06,66,Repórter,Pastor,17428.17,1.51,99.8,43.8,16287.56,213192234191342,727.25,17,2025-03-20 07:39:13
84,Isadora Sales,426.791.803-13,304861753,liz84@example.org,+55 41 8081-8190,"Viela Luísa Lima, 978
Lagoinha Leblon
55423-535 Ramos de Cardoso / ES",Garcia de Fonseca,Rio Grande do Sul,02199579,1947-02-21,78,Geriatra,Montenegro,39373.66,1.85,80.6,23.6,7715.04,4206228028253004,806.71,7,2022-05-23 01:19:54
85,Lívia Albuquerque,861.340.257-71,380261571,anthony-gabrielrodrigues@example.com,+55 (011) 3991 8959,"Ladeira de Carvalho, 9
Horto
45862-130 Cavalcanti / AM",Carvalho,Roraima,16148-087,1996-12-14,28,Agente de defesa sanitária,Sales S/A,46461.12,1.97,55.0,14.2,65705.16,4178655483446256725,333.88,0,2022-10-15 12:24:58
86,Calebe Camargo,845.236.701-53,851472631,guerraanna-liz@example.org,51 1929 1449,"Favela José Fernandes, 265
Paraíso
24053209 Mendes da Mata / MS",Machado,Tocantins,43165406,1961-11-29,63,Administrador de redes,Rezende - EI,18530.64,1.74,108.3,35.8,69251.76,342494018522849,613.46,5,2022-06-02 13:50:07
87,Eduardo Almeida,701.462.893-31,435108621,cassianosophie@example.org,+55 (021) 9404-5750,"Área Viana, 181
Granja De Freitas
31119037 Cunha / AM",Siqueira,Alagoas,60078-273,2000-06-20,25,Ministro,Abreu S/A,44116.75,1.67,61.8,22.2,11693.32,4381776242252266,855.19,12,2025-07-27 18:01:11
88,Dr. Renan Silveira,859.362.017-59,853267406,mgarcia@example.com,21 2922 9900,"Colônia de Rocha, 96
Lagoa
15181-750 Fonseca / PE",Cavalcanti do Norte,Paraná,56479483,1981-08-11,44,Artesão,Machado,47876.16,1.61,114.7,44.2,55423.04,4364863505269822,793.63,2,2024-11-23 14:54:44
89,Valentim Borges,917.680.325-21,753461080,mcardoso@example.com,(084) 9983-4841,"Aeroporto de Fonseca, 9
Nossa Senhora Do Rosário
79153-483 Martins Paulista / SC",da Cruz,Paraíba,76624-812,1985-05-06,40,Ministro,Fonseca,16768.54,1.7,95.7,33.1,21788.17,4231390109018828,366.24,15,2022-12-05 23:27:37
90,Sra. Clara Oliveira,381.592.407-32,182504670,lucas07@example.org,(061) 7037-0599,"Loteamento de Rios, 4
Prado
37531733 Sales / SE",Rocha de Teixeira,São Paulo,99263017,1966-11-14,58,Ginasta artística,Marques,14953.48,1.75,81.8,26.7,35439.07,4771944782374498,728.1,7,2023-02-04 00:56:39
91,Luana Machado,493.172.650-06,062317854,fogacamarcos-vinicius@example.net,(011) 4728-6774,"Estrada Azevedo, 3
Alípio De Melo
69494-695 da Rocha / PA",Casa Grande de Goiás,Paraíba,54968229,1971-08-29,54,Cientista de alimentos,Rocha Araújo Ltda.,28412.24,1.83,62.3,18.6,10672.57,4709073196238663629,722.86,6,2024-01-01 14:29:00
92,Otto Silva,652.197.384-37,084723154,gomesrhavi@example.com,+55 (041) 6693-8280,"Viela Maria Luiza Correia
Vila São Rafael
59799451 Oliveira Verde / SP",Rezende,Distrito Federal,85296154,1956-07-09,69,Instalador de linha telefônica,da Luz - ME,25582.07,1.58,51.9,20.8,56557.1,3542359549029139,710.71,5,2023-12-08 19:42:15
93,Maria Carvalho,548.927.630-47,438756216,asafe00@example.net,81 3709-0015,"Largo Antony Cavalcante
Conjunto Taquaril
27276-195 Sampaio de Aragão / SE",Fogaça do Oeste,Espírito Santo,56642-136,1995-08-24,30,Cardiologista,Leão,34488.77,1.53,53.3,22.8,91412.7,6591214908928707,770.33,20,2023-02-27 15:05:49
94,Levi Mendes,132.589.704-32,624701359,jgarcia@example.net,51 7964 3314,"Vereda de Castro
Vila Sumaré
17212-327 Sousa / ES",Campos,Pernambuco,30888-135,1998-04-03,27,Tecnólogo em desenvolvimento social,Silveira da Mota e Filhos,26141.98,1.75,81.6,26.6,20499.35,30450992437989,684.4,3,2024-11-21 18:23:17
95,Julia Pastor,284.607.319-87,142687303,nandrade@example.org,81 8927 3114,"Vale Fogaça
Jaqueline
59007-718 Nogueira de Lima / SC",Pereira de Ferreira,Rio Grande do Norte,04552208,1950-05-17,75,Patologista oral,Siqueira Pires S/A,35476.6,1.54,119.6,50.4,24683.47,3514289196776779,388.31,7,2021-08-03 02:32:07
96,Kevin Lima,875.310.946-57,418560730,alicia89@example.com,+55 (051) 2639-5018,"Vale de Albuquerque, 58
Nova Cachoeirinha
34422127 Garcia dos Dourados / PI",Dias de Moura,Rio de Janeiro,78866-900,1965-11-25,59,Sonoplasta,Correia,32176.86,1.56,88.7,36.4,55088.62,6583639710065670,343.64,9,2021-03-28 01:45:28
97,Mateus da Mota,756.932.108-12,086437252,jcardoso@example.net,(031) 4956 4120,"Estrada Cecilia Melo, 96
Camponesa 2ª Seção
11612-219 Andrade do Sul / MA",Abreu,Ceará,98053-975,2002-10-14,22,Agrimensor,Pacheco Freitas S.A.,33799.42,1.51,81.0,35.5,34974.97,36623950088523,321.86,10,2025-04-02 03:47:41
98,Helena Almeida,948.172.065-94,83145720X,upastor@example.net,+55 (081) 5101-9612,"Campo Casa Grande, 81
Vila Madre Gertrudes 4ª Seção
45760715 Sousa / DF",Jesus do Amparo,Ceará,49873511,1998-03-16,27,Empacotador,Borges,12730.89,1.8,115.5,35.6,62804.24,2668058609591281,825.75,7,2025-09-06 05:55:19
99,Agatha Marques,029.637.145-99,762308515,jesusana-clara@example.com,+55 21 9620 1140,"Avenida de Rezende, 46
Vila Bandeirantes
84402300 Sales / PA",Correia,Pernambuco,96204-864,1987-02-16,38,Hostess,Oliveira,5852.97,1.61,80.8,31.2,84513.17,4768319283717,590.01,11,2022-09-29 12:45:34
100,Caroline Porto,356.948.017-84,852137461,agathaalves@example.com,81 0675 8157,"Recanto Benjamim Rezende, 55
Coqueiros
38529021 Abreu de Costela / PI",Cirino,Minas Gerais,11033-139,1966-12-19,58,Tecnólogo em negócios imobiliários,Pinto Lima S/A,47834.69,1.99,101.2,25.6,19145.98,180095545945984,341.49,18,2023-04-16 11:21:58
101,João Lucas Nogueira,026.749.315-07,425803168,maria-vitoria62@example.net,(084) 4593 4323,"Ladeira de Leão, 94
Vila Da Paz
55773-978 Silva / RR",Rezende,São Paulo,28659285,1987-09-07,38,Lubrificador de máquinas,Cavalcanti Freitas - ME,48703.99,1.96,69.9,18.2,53438.96,30017367503305,831.2,5,2025-08-05 08:04:15
102,Bianca Pimenta,072.618.594-94,810375266,barbaradias@example.com,0800-335-5168,"Quadra de Rocha, 275
Colégio Batista
12532-808 Azevedo / RN",Oliveira,Rio Grande do Norte,14248-973,2000-01-06,25,Engenheiro agrícola,da Cunha,12272.53,1.97,104.2,26.8,5626.49,4213130886996008,446.79,17,2021-02-08 14:19:26
103,Allana Rodrigues,890.721.563-40,81342706X,da-cunhafernando@example.net,+55 51 7438 5271,"Chácara de Camargo, 44
Canadá
65789763 Albuquerque / AM",Farias,Piauí,30645301,1994-01-24,31,Sexólogo,da Conceição Garcia e Filhos,48918.31,1.52,71.2,30.8,40795.96,3590264006483749,737.11,19,2020-10-30 00:29:03
104,Yasmin Aragão,926.708.413-50,170458325,joao-pedronunes@example.com,+55 (031) 6206-8807,"Campo de Mendes, 52
Mangabeiras
64334452 Ribeiro de Moraes / RJ",Albuquerque,Alagoas,60454294,2005-07-25,20,Biomédico,Ribeiro,46934.11,1.72,50.3,17.0,19772.67,676311527466,625.53,16,2023-03-06 12:00:07
105,Dra. Hadassa Monteiro,147.928.630-31,20573148X,cirinodavi-luiz@example.org,(081) 3271-3669,"Recanto Silveira, 29
Padre Eustáquio
19052-663 Moura da Serra / AP",Sá das Pedras,Roraima,39800-556,2005-10-16,19,Educador integrado à saúde pública,da Cruz,10362.91,1.85,109.5,32.0,45391.28,180021522849023,393.19,14,2022-04-02 19:18:56
106,Dr. Lucas Camargo,931.586.427-19,03241576X,lgomes@example.net,(031) 2824 2360,"Trecho Léo Silva
Esplanada
67709906 Azevedo de Nascimento / RJ",Peixoto,Espírito Santo,15332044,1947-05-26,78,Designer de moda,Aragão,48882.04,1.69,76.6,26.8,42072.67,3597076759430237,767.58,8,2022-02-18 16:36:14
107,Ágatha Cirino,103.892.476-69,371042860,danielnovaes@example.net,+55 (084) 0392 4107,"Lagoa Lucca Almeida, 458
Castanheira
71098000 Macedo de Rezende / SC",Moreira do Sul,Piauí,28498654,1991-11-12,33,Agrônomo,Andrade Ltda.,3122.38,1.61,87.1,33.6,53003.38,4891282096989,687.46,17,2021-11-03 14:57:18
108,Ana Liz Leão,289.760.451-49,723546083,hadassa37@example.com,+55 (084) 0007 5436,"Avenida Alves, 86
Vila Canto Do Sabiá
08791-385 Gomes do Campo / MS",Almeida das Flores,Mato Grosso do Sul,72192467,1951-10-02,74,Assistente de direção,Gomes,21880.51,1.82,50.7,15.3,85504.99,36780668378933,685.95,9,2023-08-10 11:44:47
109,Sarah Moreira,952.346.087-00,418502377,danilo17@example.net,+55 (061) 5493-2315,"Praça de Aparecida, 93
São Tomaz
26165-718 Machado Paulista / AM",Cunha da Praia,Maranhão,67815511,1974-07-22,51,Agrônomo,Monteiro,10891.31,1.86,81.4,23.5,6192.54,6011032602293224,427.04,20,2023-12-12 03:24:29
110,Antônio Novaes,930.786.124-22,586174023,nunesjoao-guilherme@example.org,+55 (081) 0346 4467,"Distrito Costa, 65
Conjunto Santa Maria
75737-961 Vasconcelos de Dias / CE",Monteiro de Goiás,Pernambuco,09600-430,1977-11-08,47,Técnico em agropecuária,Costa,26777.05,1.7,50.5,17.5,14614.79,4009008045943723,484.85,0,2025-04-16 00:43:55
111,Sr. Thiago Rocha,697.834.501-66,670418328,ian09@example.net,(041) 5726 5635,"Residencial Pereira, 3
Goiania
10553-717 Barbosa de da Luz / GO",Mendonça do Oeste,Sergipe,23874109,1957-02-04,68,Médico geneticista,Garcia Ltda.,11036.21,1.99,78.0,19.7,6149.38,180068062318315,646.08,10,2022-01-17 01:10:04
112,Gustavo Martins,379.685.140-10,276130480,azevedoliam@example.com,+55 (051) 1392 8798,"Fazenda de Albuquerque, 22
Pindura Saia
78723-373 Fernandes / PR",Cassiano de Aragão,Distrito Federal,23038-330,1993-10-30,31,Bedel,da Cunha,36393.82,1.59,112.0,44.3,45748.17,180040790764342,364.41,0,2025-09-05 21:53:25
113,Rodrigo Araújo,436.987.051-84,154786032,pintoolivia@example.net,+55 31 1916 7430,"Feira Juliana Souza, 26
Bairro Das Indústrias Ii
32163-281 Pinto / SP",Cirino de Freitas,Paraná,66010664,1970-10-30,54,Clap loader,Moura Cirino S.A.,8321.32,1.76,98.0,31.6,78556.3,2231953674465544,299.03,17,2025-08-07 22:15:30
114,Melina Cardoso,351.029.768-77,70314652X,gael-henriquecavalcanti@example.org,(071) 6705-3747,"Viela de Moraes, 44
Vila Calafate
52138-730 Teixeira da Mata / DF",da Mota,Pernambuco,76454-104,1979-04-19,46,Instalador de painéis,Siqueira,22779.01,1.82,58.3,17.6,86413.16,4598587594441700400,482.03,12,2023-06-11 01:54:39
115,Benicio Macedo,879.260.514-11,580312768,marcelada-conceicao@example.org,+55 (051) 2679 4529,"Recanto Nunes, 33
Vila Nova Gameleira 1ª Seção
42880-786 Abreu Verde / RN",Fonseca,Paraná,51219-738,1987-10-01,38,Karateca,Moraes - EI,36324.76,1.52,65.0,28.1,60405.53,340274297814980,470.43,12,2023-03-06 07:43:19
116,Luiz Otávio Sousa,509.328.461-06,410236573,maria-julia21@example.org,0800-680-7708,"Travessa Farias
Conjunto Serra Verde
42671-686 Costa de Brito / CE",Pinto,Rio Grande do Sul,69135510,1981-04-11,44,Empregado doméstico,Barros,12352.81,1.66,71.3,25.9,76604.26,3546440342848093,543.08,17,2024-03-27 23:12:30
117,Ana Liz Ramos,821.590.746-67,734850165,rbarbosa@example.net,+55 51 7155 3134,"Praça da Cruz, 44
Frei Leopoldo
72584362 Vieira / RR",Sousa de da Mata,Acre,58456101,1955-09-11,70,Nadador,Pires,29393.26,1.53,61.7,26.4,75851.76,4564090668909568,638.33,8,2022-06-28 22:51:56
118,Kevin Sá,810.496.253-15,052834761,luarada-cunha@example.org,+55 (031) 0771 0191,"Recanto Sá, 40
Santa Terezinha
48700901 Monteiro de Goiás / SC",da Luz,Mato Grosso,72469008,1988-04-26,37,Pediatra,da Mota,48382.48,1.66,101.3,36.8,14196.74,3596068896823821,744.12,4,2024-07-22 20:38:36
119,Ana Sophia Farias,824.710.963-87,518067439,paulomachado@example.net,+55 (011) 3147 9741,"Viaduto de Brito, 57
Mariano De Abreu
57722-647 Casa Grande de Ribeiro / BA",Melo,Minas Gerais,35190832,1986-10-29,38,Modelista,Borges - EI,42531.16,1.51,55.1,24.2,58843.37,30549534496732,462.88,0,2022-03-28 04:05:29
120,Brenda Montenegro,607.814.239-96,453801729,larissa69@example.org,(051) 5040-8312,"Feira Otto da Cruz, 224
Vila Ouro Minas
87489498 Guerra Alegre / SP",Sousa de Goiás,Distrito Federal,13629446,1993-06-27,32,Tecnólogo em recursos pesqueiros,Cavalcante,20122.53,1.91,55.5,15.2,31548.73,4609511143947,528.87,1,2023-03-10 17:40:21
121,Oliver Santos,413.265.078-26,640231755,bernardoaragao@example.org,41 3241-2329,"Feira Anna Liz Freitas
Primeiro De Maio
26823-982 Novais de Marques / MA",Cardoso,Rio Grande do Sul,56339-474,1991-08-29,34,Ginasta artística,Gomes,13828.53,1.64,54.3,20.2,56196.42,6011133789405746,506.5,14,2025-10-03 00:47:39
122,Isaque Silveira,601.385.492-06,847526100,renanabreu@example.com,+55 (011) 9898-3409,"Chácara Nascimento, 299
Parque São José
12953-326 Porto de Souza / AL",Nunes,Distrito Federal,93654-825,1967-06-09,58,Engenheiro aeronáutico,Rios Ltda.,6946.22,1.85,109.0,31.8,9114.31,4640750321609818,422.48,4,2025-08-28 03:06:20
123,Diogo Barbosa,496.802.715-01,726508147,ravi05@example.net,+55 (011) 2656 0467,"Esplanada de Peixoto, 29
Fazendinha
41013838 Pimenta de Goiás / RR",Viana,Rio Grande do Sul,25317-352,1983-12-24,41,Imunologista,da Costa - EI,5772.38,1.7,88.8,30.7,41583.0,501810801800,478.17,19,2023-07-09 17:37:57
124,Alícia Vieira,790.126.854-94,385024769,andre75@example.com,21 1976 3932,"Vila Nunes, 73
Vila Mangueiras
21149-228 Câmara de Minas / AL",Pacheco de Sousa,Roraima,02989213,1949-08-23,76,Timoneiro,Aparecida Novais - ME,8021.1,1.76,87.7,28.3,62741.96,4683063254519,620.82,17,2025-05-29 01:03:02
125,Luiz Otávio Nunes,520.376.149-34,82175046X,stephanyaraujo@example.org,71 6025 0203,"Esplanada Mariana Aparecida, 24
Mirtes
97838-091 da Rocha / DF",Campos de Sampaio,Piauí,59072-962,2001-05-18,24,Compositor,Duarte,21586.72,1.97,92.7,23.9,79067.91,501857288002,564.6,0,2024-12-20 07:06:21
126,Isabella da Costa,371.254.869-91,250637418,joao-felipeviana@example.org,71 6669 5498,"Colônia de Duarte, 85
Tupi B
00083420 da Rosa de Minas / SP",Moura,Amazonas,65997024,1958-01-28,67,Ortopedista,da Costa Gomes S/A,30804.7,1.77,69.4,22.2,16889.17,378680687234438,474.65,0,2024-08-28 10:57:04
127,Beatriz Andrade,917.258.046-11,328714069,theodoro18@example.net,(011) 3042 9513,"Distrito Melo, 37
Vila Formosa
81706-403 Pinto de Minas / SP",Porto Alegre,Minas Gerais,92128-026,1952-09-22,73,Profissional de relacionamento com investidores RI,Fonseca,32138.9,1.57,99.6,40.4,89882.8,3536953792041664,467.72,14,2024-06-26 18:18:30
128,Arthur Miguel Casa Grande,639.052.147-25,720413655,usiqueira@example.com,84 8924 5575,"Estação Ayla Vieira, 514
Santa Branca
60230-903 Viana do Norte / MA",Moreira,Goiás,04979717,1952-03-17,73,Turismólogo,Farias Ltda.,5839.88,1.83,110.4,33.0,82209.19,4918709512112052,606.47,14,2024-01-02 20:11:34
129,Bella Vasconcelos,847.513.206-53,245876303,pborges@example.net,+55 84 8647-7805,"Aeroporto Maria Teixeira, 8
Céu Azul
77199327 Siqueira do Norte / RN",Câmara,Ceará,20210984,1968-02-20,57,Harpista,Fonseca da Luz S/A,9934.34,1.93,118.6,31.8,50284.03,4007783048304784393,424.86,4,2023-05-08 12:35:45
130,Gael Henrique Correia,031.492.867-78,610253785,livia54@example.org,+55 (031) 2913-6524,"Travessa Silveira, 593
Vila Nova Gameleira 1ª Seção
67113-114 Mendes de Câmara / MG",Silveira,Pernambuco,80456-672,1948-08-03,77,Angiologista,Silveira Rezende e Filhos,13642.39,1.96,75.6,19.7,52838.18,30409543848714,689.31,3,2024-12-30 11:00:18
131,Dr. Thomas Siqueira,169.387.052-59,652703410,apolloalves@example.com,21 7766 5578,"Núcleo Leandro Caldeira
Jardim São José
28878-219 da Cunha do Amparo / AL",Nascimento,Rio Grande do Norte,25031852,1975-07-31,50,Profissional de informática,Azevedo,42077.38,1.75,64.5,21.1,11357.69,630477426211,306.12,0,2024-03-17 20:47:28
132,Thales da Paz,360.749.258-10,516082437,mcunha@example.com,11 4989-7595,"Estação Matteo da Mota, 79
Mineirão
67218310 Pereira / AC",Moraes de Alves,Piauí,22496-886,1993-12-01,31,Vereador,Moreira Teixeira - ME,14737.43,1.53,70.6,30.2,33527.9,375006515315558,816.72,11,2025-07-16 21:13:40
133,Clarice Caldeira,580.934.617-01,823045614,xcamargo@example.net,21 1255-8514,"Distrito de Novais, 69
Braúnas
94174-618 Cavalcanti Verde / PA",Nunes,Pernambuco,54629-336,1975-07-09,50,Chaveiro,Ramos Ltda.,29764.34,1.66,53.2,19.3,15479.67,3538269296947688,472.97,0,2024-01-29 16:16:13
134,Sra. Valentina Castro,931.267.085-95,350672489,cassianofernanda@example.com,+55 (031) 2305 9106,"Conjunto de Novais, 770
Camponesa 1ª Seção
65159-708 Novais do Norte / MG",Souza da Mata,Santa Catarina,21171-048,1956-08-09,69,Forneiro,Caldeira Sá S.A.,42068.81,1.91,115.3,31.6,82012.97,6551300773769793,768.05,19,2021-07-05 13:23:25
135,Rael Leão,835.614.709-39,054167280,ian43@example.net,(051) 0253-0336,"Jardim João Vitor Sampaio, 14
Granja De Freitas
57236-083 Moraes das Pedras / ES",Martins,Rondônia,44211664,2007-08-30,18,Classificador contábil,Peixoto S.A.,6335.37,1.78,84.3,26.6,50804.73,4727681828139508109,490.05,14,2024-05-28 14:28:30
136,José Rodrigues,127.053.498-04,683025144,jda-rocha@example.net,51 0922 3570,"Esplanada de Gonçalves, 15
Palmares
01149-288 Mendes das Flores / AC",Siqueira da Praia,Acre,53966-870,2001-09-12,24,Alergologista,da Costa,39330.95,1.53,86.9,37.1,66136.05,3571278785091187,466.7,10,2021-01-08 21:11:23
137,Agatha Novais,147.862.593-73,460751232,natalia58@example.com,+55 (081) 4744-1870,"Área Maria Júlia Ferreira, 27
Vila Santa Monica 2ª Seção
90431435 Novaes Verde / RJ",Jesus,Roraima,12836-519,1984-04-12,41,Especialista em agronegócios,Mendonça,41175.54,1.72,114.4,38.7,19369.41,4521936782533975077,531.8,18,2021-06-22 17:24:02
138,Oliver Pastor,852.134.679-46,780315467,henry77@example.org,+55 (021) 8668 5629,"Fazenda Carvalho, 40
Rio Branco
80715907 Souza Grande / MG",Barros do Sul,Pernambuco,90862-413,1953-03-23,72,Enólogo,Pastor S.A.,35915.05,1.66,96.7,35.1,24628.55,4339802359428854,520.61,19,2025-05-12 02:28:16
139,Luara Aparecida,594.703.621-52,480672519,andradekamilly@example.com,+55 (071) 4986 1459,"Avenida Almeida, 2
Milionario
14697-817 da Mota / MT",Peixoto de Cavalcanti,Rondônia,24794-243,2005-04-18,20,Profissional de cinema,Costa Brito e Filhos,33161.24,1.55,82.0,34.1,18708.59,4715008309057082,833.69,19,2023-05-07 06:05:19
140,Catarina Vargas,670.231.589-95,35071468X,qcaldeira@example.org,+55 (031) 4605 3948,"Travessa de da Luz, 65
Vila Das Oliveiras
60518830 Ramos de Rodrigues / SE",Cardoso,Sergipe,19341510,2003-11-16,21,Conferente de expedição,Caldeira,23374.61,1.52,56.2,24.3,81600.68,4723550926495567,422.9,4,2020-12-14 02:05:25
141,Alexandre Machado,649.120.785-49,064157830,dcardoso@example.org,+55 (061) 3325-4339,"Distrito Felipe Vieira, 11
Marmiteiros
06961505 Jesus / PI",da Cruz,Paraná,49711216,1957-01-22,68,Capoeirista,da Paz - ME,37077.42,1.87,65.1,18.6,79300.38,2702313772629758,776.44,20,2023-06-06 12:53:30
142,Mirella Novaes,208.571.639-30,51362708X,leaomarcela@example.org,31 5227-8059,"Trevo Lima, 264
Vila Maloca
91026-435 Lopes / ES",Siqueira de Goiás,Santa Catarina,80102567,1997-10-15,27,Engraxate,Moraes S.A.,8759.25,1.74,54.2,17.9,45021.6,3586985048004491,501.0,7,2025-01-26 00:09:59
143,Srta. Ana Vitória Mendonça,173.859.024-05,645832108,marianarodrigues@example.com,21 8401 6935,"Feira Pedro Borges
Ambrosina
88544-004 da Rosa do Amparo / AP",Dias Verde,Santa Catarina,72209782,1951-01-30,74,Marketeiro,Castro Ltda.,28280.09,1.66,118.5,43.0,74586.37,3501002927664064,352.75,0,2022-01-27 01:52:35
144,Leandro Teixeira,681.305.972-68,318560720,britocaua@example.com,84 0999 8700,"Via Siqueira, 948
São João Batista
04468099 Costela / RN",da Mota do Oeste,Rio Grande do Norte,48420219,1964-07-27,61,Engenheiro de controle e automação,Pacheco,22511.83,1.56,84.4,34.7,67147.78,213186242374858,372.01,5,2022-07-18 12:38:36
145,Mariah da Rosa,015.896.243-51,284056133,wda-mota@example.com,(071) 1618-3778,"Aeroporto de Santos, 2
Vila Ipiranga
14873-907 Brito das Flores / RO",da Cunha da Mata,Rondônia,93626-841,1975-07-01,50,Sociólogo,Cunha,12810.88,1.75,108.0,35.3,43128.51,3557146357490616,297.18,20,2022-03-14 21:01:31
146,Eloá Cardoso,462.935.018-70,278036144,cferreira@example.org,(031) 6538 2247,"Vereda Henrique Novais, 92
São Bento
24146-875 Pinto / MG",Cassiano,Espírito Santo,14946196,1986-12-23,38,Estofador,Castro,41496.34,1.94,88.2,23.4,41686.66,180094370574498,822.67,7,2025-01-19 23:35:26
147,Alice Nogueira,985.162.370-95,271036485,pribeiro@example.org,+55 (041) 6200 9913,"Recanto Isabella Castro
Sport Club
99965-681 Novaes do Galho / RO",Aparecida do Oeste,Rondônia,94445-188,1980-04-08,45,Cirurgião bucal,Novais,5660.51,1.79,57.0,17.8,89498.44,4453650091681647904,735.58,20,2023-11-18 05:49:03
148,Ana Beatriz Vieira,764.819.320-50,603842756,lorenzo83@example.com,+55 61 2188 5227,"Via Vieira, 1
São Marcos
86661-521 Santos / MA",Azevedo da Prata,Rio Grande do Norte,79761-629,1947-01-06,78,Musicoterapeuta,Pimenta S.A.,33249.44,1.9,52.7,14.6,23858.2,213134588010264,697.87,7,2023-11-24 14:30:24
149,Sra. Milena Borges,831.742.690-40,084721650,qviana@example.net,51 0112 2299,"Lago de Almeida, 554
Maria Tereza
15008-915 da Paz da Serra / PE",Porto do Campo,São Paulo,08387426,1955-03-13,70,Cerimonialista,Martins da Cruz - EI,47674.61,1.7,55.3,19.1,70566.36,3526056291002617,798.96,1,2025-04-03 05:38:30
150,Maysa Brito,637.540.129-16,037451820,camargoalana@example.com,+55 61 7882 7185,"Vila Rocha, 8
Nossa Senhora Aparecida
28618-132 Lopes dos Dourados / AP",Casa Grande de Dias,Distrito Federal,58139-178,2003-05-29,22,Continuista,Campos S/A,5040.59,1.88,65.5,18.5,81134.14,4853629242826408,593.1,3,2021-04-27 14:05:39
151,Pietro Costela,490.128.736-22,354782010,araujoagatha@example.net,31 9197-2011,"Condomínio Sá, 90
Oeste
31627353 Sousa da Praia / TO",Souza,Maranhão,73412035,1999-08-11,26,Cambista,Moreira da Mota Ltda.,11316.97,1.98,89.6,22.9,48809.97,30000300653932,611.26,3,2025-02-17 15:53:59
152,Sofia da Mota,284.769.351-37,051263749,luana57@example.com,84 1741-2620,"Condomínio João Miguel Lima, 51
São Geraldo
75510-559 da Rosa Paulista / CE",da Cruz,Sergipe,79181426,1981-04-22,44,Produtor de eventos,Rios,27228.6,1.51,115.1,50.5,64872.85,4834978866926342866,624.6,2,2025-05-17 09:13:02
153,Benicio Siqueira,931.745.026-16,708216547,rbarros@example.com,+55 (011) 8960 1748,"Jardim Sabrina Albuquerque
Manacas
35847107 Pacheco / RJ",Correia do Galho,Pernambuco,28862-054,1991-07-22,34,Neurologista,Melo,17553.81,1.74,73.1,24.1,20103.49,340687879062639,689.13,7,2024-05-12 16:09:26
154,Isabella Moraes,917.352.608-86,860372418,matheus69@example.net,0900 499 8916,"Viela de Novaes
São Cristóvão
32715949 Farias do Campo / AP",Vargas da Serra,Pará,46711497,1953-06-22,72,Oftalmologista,Cavalcante Pires Ltda.,13763.44,1.65,79.2,29.1,97193.52,3522418060551782,764.64,9,2023-11-01 01:58:40
155,Nina Correia,379.528.061-30,471835262,fmonteiro@example.net,+55 (081) 7585-1166,"Viela de Sampaio
Cardoso
38214698 Araújo / SC",da Mata,Alagoas,55660-367,1988-09-01,37,Perfumista,Correia,48307.11,1.8,84.4,26.0,62915.81,566751657354,826.01,19,2023-09-13 06:37:55
156,Lunna Albuquerque,206.453.719-80,43506812X,leandrorodrigues@example.net,(081) 6866 3277,"Passarela de Rocha, 5
Lourdes
63349-439 da Mata do Amparo / PE",Câmara,Rio Grande do Sul,76858745,1969-06-23,56,Gerente de inovações ou novos negócios,Correia,35458.85,1.93,79.8,21.4,99864.99,3570640062090037,784.02,16,2025-06-20 23:08:27
