id,nome_completo,cpf,rg,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,numero_cartao,score_credito,tempo_cliente,data_cadastro
92,Otto Silva,652.197.384-37,084723154,gomesrhavi@example.com,+55 (041) 6693-8280,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,85296154,1956-07-09,65+,Instalador de linha telefônica,da Luz - ME,Alto,1.58,51.9,20.8,58128,3542359549029139,725,5,2023-12-08 19:42:15
93,Maria Carvalho,548.927.630-47,438756216,asafe00@example.net,81 3709-0015,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,56642-136,1995-08-24,26-35,Cardiologista,Leão,Alto,1.53,53.3,22.8,91545,6591214908928707,761,20,2023-02-27 15:05:49
94,Levi Mendes,132.589.704-32,624701359,jgarcia@example.net,51 7964 3314,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,30888-135,1998-04-03,26-35,Tecnólogo em desenvolvimento social,Silveira da Mota e Filhos,Alto,1.75,81.6,26.6,20923,30450992437989,693,3,2024-11-21 18:23:17
95,Julia Pastor,284.607.319-87,142687303,nandrade@example.org,81 8927 3114,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,04552208,1950-05-17,65+,Patologista oral,Siqueira Pires S/A,Alto,1.54,119.6,50.4,23692,3514289196776779,387,7,2021-08-03 02:32:07
96,Kevin Lima,875.310.946-57,418560730,alicia89@example.com,+55 (051) 2639-5018,Endereço Anonimizado,Cidade Anonimizada,Rio de Janeiro,78866-900,1965-11-25,56-65,Sonoplasta,Correia,Alto,1.56,88.7,36.4,56110,6583639710065670,330,9,2021-03-28 01:45:28
97,Mateus da Mota,756.932.108-12,086437252,jcardoso@example.net,(031) 4956 4120,Endereço Anonimizado,Cidade Anonimizada,Ceará,98053-975,2002-10-14,18-25,Agrimensor,Pacheco Freitas S.A.,Alto,1.51,81.0,35.5,34391,36623950088523,328,10,2025-04-02 03:47:41
98,Helena Almeida,948.172.065-94,83145720X,upastor@example.net,+55 (081) 5101-9612,Endereço Anonimizado,Cidade Anonimizada,Ceará,49873511,1998-03-16,26-35,Empacotador,Borges,Médio,1.8,115.5,35.6,64868,2668058609591281,828,7,2025-09-06 05:55:19
99,Agatha Marques,029.637.145-99,762308515,jesusana-clara@example.com,+55 21 9620 1140,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,96204-864,1987-02-16,36-45,Hostess,Oliveira,Médio-Baixo,1.61,80.8,31.2,85088,4768319283717,592,11,2022-09-29 12:45:34
100,Caroline Porto,356.948.017-84,852137461,agathaalves@example.com,81 0675 8157,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,11033-139,1966-12-19,56-65,Tecnólogo em negócios imobiliários,Pinto Lima S/A,Alto,1.99,101.2,25.6,19049,180095545945984,329,18,2023-04-16 11:21:58
101,João Lucas Nogueira,026.749.315-07,425803168,maria-vitoria62@example.net,(084) 4593 4323,Endereço Anonimizado,Cidade Anonimizada,São Paulo,28659285,1987-09-07,36-45,Lubrificador de máquinas,Cavalcanti Freitas - ME,Alto,1.96,69.9,18.2,55291,30017367503305,827,5,2025-08-05 08:04:15
102,Bianca Pimenta,072.618.594-94,810375266,barbaradias@example.com,0800-335-5168,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,14248-973,2000-01-06,18-25,Engenheiro agrícola,da Cunha,Médio,1.97,104.2,26.8,7719,4213130886996008,463,17,2021-02-08 14:19:26
103,Allana Rodrigues,890.721.563-40,81342706X,da-cunhafernando@example.net,+55 51 7438 5271,Endereço Anonimizado,Cidade Anonimizada,Piauí,30645301,1994-01-24,26-35,Sexólogo,da Conceição Garcia e Filhos,Alto,1.52,71.2,30.8,40640,3590264006483749,734,19,2020-10-30 00:29:03
104,Yasmin Aragão,926.708.413-50,170458325,joao-pedronunes@example.com,+55 (031) 6206-8807,Endereço Anonimizado,Cidade Anonimizada,Alagoas,60454294,2005-07-25,18-25,Biomédico,Ribeiro,Alto,1.72,50.3,17.0,19687,676311527466,628,16,2023-03-06 12:00:07
105,Dra. Hadassa Monteiro,147.928.630-31,20573148X,cirinodavi-luiz@example.org,(081) 3271-3669,Endereço Anonimizado,Cidade Anonimizada,Roraima,39800-556,2005-10-16,18-25,Educador integrado à saúde pública,da Cruz,Médio-Baixo,1.85,109.5,32.0,45444,180021522849023,402,14,2022-04-02 19:18:56
106,Dr. Lucas Camargo,931.586.427-19,03241576X,lgomes@example.net,(031) 2824 2360,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,15332044,1947-05-26,65+,Designer de moda,Aragão,Alto,1.69,76.6,26.8,43310,3597076759430237,787,8,2022-02-18 16:36:14
107,Ágatha Cirino,103.892.476-69,371042860,danielnovaes@example.net,+55 (084) 0392 4107,Endereço Anonimizado,Cidade Anonimizada,Piauí,28498654,1991-11-12,26-35,Agrônomo,Andrade Ltda.,Baixo,1.61,87.1,33.6,52678,4891282096989,682,17,2021-11-03 14:57:18
108,Ana Liz Leão,289.760.451-49,723546083,hadassa37@example.com,+55 (084) 0007 5436,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,72192467,1951-10-02,65+,Assistente de direção,Gomes,Alto,1.82,50.7,15.3,86333,36780668378933,697,9,2023-08-10 11:44:47
109,Sarah Moreira,952.346.087-00,418502377,danilo17@example.net,+55 (061) 5493-2315,Endereço Anonimizado,Cidade Anonimizada,Maranhão,67815511,1974-07-22,46-55,Agrônomo,Monteiro,Médio,1.86,81.4,23.5,6634,6011032602293224,416,20,2023-12-12 03:24:29
110,Antônio Novaes,930.786.124-22,586174023,nunesjoao-guilherme@example.org,+55 (081) 0346 4467,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,09600-430,1977-11-08,46-55,Técnico em agropecuária,Costa,Alto,1.7,50.5,17.5,16009,4009008045943723,486,0,2025-04-16 00:43:55
111,Sr. Thiago Rocha,697.834.501-66,670418328,ian09@example.net,(041) 5726 5635,Endereço Anonimizado,Cidade Anonimizada,Sergipe,23874109,1957-02-04,65+,Médico geneticista,Garcia Ltda.,Médio,1.99,78.0,19.7,7673,180068062318315,643,10,2022-01-17 01:10:04
112,Gustavo Martins,379.685.140-10,276130480,azevedoliam@example.com,+55 (051) 1392 8798,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,23038-330,1993-10-30,26-35,Bedel,da Cunha,Alto,1.59,112.0,44.3,46491,180040790764342,365,0,2025-09-05 21:53:25
113,Rodrigo Araújo,436.987.051-84,154786032,pintoolivia@example.net,+55 31 1916 7430,Endereço Anonimizado,Cidade Anonimizada,Paraná,66010664,1970-10-30,46-55,Clap loader,Moura Cirino S.A.,Médio-Baixo,1.76,98.0,31.6,78796,2231953674465544,303,17,2025-08-07 22:15:30
114,Melina Cardoso,351.029.768-77,70314652X,gael-henriquecavalcanti@example.org,(071) 6705-3747,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,76454-104,1979-04-19,46-55,Instalador de painéis,Siqueira,Alto,1.82,58.3,17.6,87728,4598587594441700400,482,12,2023-06-11 01:54:39
115,Benicio Macedo,879.260.514-11,580312768,marcelada-conceicao@example.org,+55 (051) 2679 4529,Endereço Anonimizado,Cidade Anonimizada,Paraná,51219-738,1987-10-01,36-45,Karateca,Moraes - EI,Alto,1.52,65.0,28.1,60440,340274297814980,470,12,2023-03-06 07:43:19
116,Luiz Otávio Sousa,509.328.461-06,410236573,maria-julia21@example.org,0800-680-7708,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,69135510,1981-04-11,36-45,Empregado doméstico,Barros,Médio,1.66,71.3,25.9,78372,3546440342848093,554,17,2024-03-27 23:12:30
117,Ana Liz Ramos,821.590.746-67,734850165,rbarbosa@example.net,+55 51 7155 3134,Endereço Anonimizado,Cidade Anonimizada,Acre,58456101,1955-09-11,65+,Nadador,Pires,Alto,1.53,61.7,26.4,77764,4564090668909568,627,8,2022-06-28 22:51:56
118,Kevin Sá,810.496.253-15,052834761,luarada-cunha@example.org,+55 (031) 0771 0191,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,72469008,1988-04-26,36-45,Pediatra,da Mota,Alto,1.66,101.3,36.8,15410,3596068896823821,744,4,2024-07-22 20:38:36
119,Ana Sophia Farias,824.710.963-87,518067439,paulomachado@example.net,+55 (011) 3147 9741,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,35190832,1986-10-29,36-45,Modelista,Borges - EI,Alto,1.51,55.1,24.2,60351,30549534496732,468,0,2022-03-28 04:05:29
120,Brenda Montenegro,607.814.239-96,453801729,larissa69@example.org,(051) 5040-8312,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,13629446,1993-06-27,26-35,Tecnólogo em recursos pesqueiros,Cavalcante,Alto,1.91,55.5,15.2,31001,4609511143947,524,1,2023-03-10 17:40:21
121,Oliver Santos,413.265.078-26,640231755,bernardoaragao@example.org,41 3241-2329,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,56339-474,1991-08-29,26-35,Ginasta artística,Gomes,Médio,1.64,54.3,20.2,55672,6011133789405746,501,14,2025-10-03 00:47:39
122,Isaque Silveira,601.385.492-06,847526100,renanabreu@example.com,+55 (011) 9898-3409,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,93654-825,1967-06-09,56-65,Engenheiro aeronáutico,Rios Ltda.,Médio-Baixo,1.85,109.0,31.8,10656,4640750321609818,428,4,2025-08-28 03:06:20
123,Diogo Barbosa,496.802.715-01,726508147,ravi05@example.net,+55 (011) 2656 0467,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,25317-352,1983-12-24,36-45,Imunologista,da Costa - EI,Médio-Baixo,1.7,88.8,30.7,42651,501810801800,479,19,2023-07-09 17:37:57
124,Alícia Vieira,790.126.854-94,385024769,andre75@example.com,21 1976 3932,Endereço Anonimizado,Cidade Anonimizada,Roraima,02989213,1949-08-23,65+,Timoneiro,Aparecida Novais - ME,Médio-Baixo,1.76,87.7,28.3,59977,4683063254519,639,17,2025-05-29 01:03:02
125,Luiz Otávio Nunes,520.376.149-34,82175046X,stephanyaraujo@example.org,71 6025 0203,Endereço Anonimizado,Cidade Anonimizada,Piauí,59072-962,2001-05-18,18-25,Compositor,Duarte,Alto,1.97,92.7,23.9,79039,501857288002,556,0,2024-12-20 07:06:21
126,Isabella da Costa,371.254.869-91,250637418,joao-felipeviana@example.org,71 6669 5498,Endereço Anonimizado,Cidade Anonimizada,Amazonas,65997024,1958-01-28,65+,Ortopedista,da Costa Gomes S/A,Alto,1.77,69.4,22.2,15128,378680687234438,487,0,2024-08-28 10:57:04
127,Beatriz Andrade,917.258.046-11,328714069,theodoro18@example.net,(011) 3042 9513,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,92128-026,1952-09-22,65+,Profissional de relacionamento com investidores RI,Fonseca,Alto,1.57,99.6,40.4,89113,3536953792041664,462,14,2024-06-26 18:18:30
128,Arthur Miguel Casa Grande,639.052.147-25,720413655,usiqueira@example.com,84 8924 5575,Endereço Anonimizado,Cidade Anonimizada,Goiás,04979717,1952-03-17,65+,Turismólogo,Farias Ltda.,Baixo,1.83,110.4,33.0,84091,4918709512112052,599,14,2024-01-02 20:11:34
129,Bella Vasconcelos,847.513.206-53,245876303,pborges@example.net,+55 84 8647-7805,Endereço Anonimizado,Cidade Anonimizada,Ceará,20210984,1968-02-20,56-65,Harpista,Fonseca da Luz S/A,Médio-Baixo,1.93,118.6,31.8,49039,4007783048304784393,429,4,2023-05-08 12:35:45
130,Gael Henrique Correia,031.492.867-78,610253785,livia54@example.org,+55 (031) 2913-6524,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,80456-672,1948-08-03,65+,Angiologista,Silveira Rezende e Filhos,Médio,1.96,75.6,19.7,51927,30409543848714,684,3,2024-12-30 11:00:18
131,Dr. Thomas Siqueira,169.387.052-59,652703410,apolloalves@example.com,21 7766 5578,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,25031852,1975-07-31,46-55,Profissional de informática,Azevedo,Alto,1.75,64.5,21.1,12145,630477426211,301,0,2024-03-17 20:47:28
132,Thales da Paz,360.749.258-10,516082437,mcunha@example.com,11 4989-7595,Endereço Anonimizado,Cidade Anonimizada,Piauí,22496-886,1993-12-01,26-35,Vereador,Moreira Teixeira - ME,Médio,1.53,70.6,30.2,31723,375006515315558,805,11,2025-07-16 21:13:40
133,Clarice Caldeira,580.934.617-01,823045614,xcamargo@example.net,21 1255-8514,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,54629-336,1975-07-09,46-55,Chaveiro,Ramos Ltda.,Alto,1.66,53.2,19.3,15750,3538269296947688,481,0,2024-01-29 16:16:13
134,Sra. Valentina Castro,931.267.085-95,350672489,cassianofernanda@example.com,+55 (031) 2305 9106,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,21171-048,1956-08-09,65+,Forneiro,Caldeira Sá S.A.,Alto,1.91,115.3,31.6,80249,6551300773769793,766,19,2021-07-05 13:23:25
135,Rael Leão,835.614.709-39,054167280,ian43@example.net,(051) 0253-0336,Endereço Anonimizado,Cidade Anonimizada,Rondônia,44211664,2007-08-30,18-25,Classificador contábil,Peixoto S.A.,Médio-Baixo,1.78,84.3,26.6,51998,4727681828139508109,474,14,2024-05-28 14:28:30
136,José Rodrigues,127.053.498-04,683025144,jda-rocha@example.net,51 0922 3570,Endereço Anonimizado,Cidade Anonimizada,Acre,53966-870,2001-09-12,18-25,Alergologista,da Costa,Alto,1.53,86.9,37.1,66378,3571278785091187,461,10,2021-01-08 21:11:23
137,Agatha Novais,147.862.593-73,460751232,natalia58@example.com,+55 (081) 4744-1870,Endereço Anonimizado,Cidade Anonimizada,Roraima,12836-519,1984-04-12,36-45,Especialista em agronegócios,Mendonça,Alto,1.72,114.4,38.7,22446,4521936782533975077,541,18,2021-06-22 17:24:02
138,Oliver Pastor,852.134.679-46,780315467,henry77@example.org,+55 (021) 8668 5629,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,90862-413,1953-03-23,65+,Enólogo,Pastor S.A.,Alto,1.66,96.7,35.1,25569,4339802359428854,533,19,2025-05-12 02:28:16
139,Luara Aparecida,594.703.621-52,480672519,andradekamilly@example.com,+55 (071) 4986 1459,Endereço Anonimizado,Cidade Anonimizada,Rondônia,24794-243,2005-04-18,18-25,Profissional de cinema,Costa Brito e Filhos,Alto,1.55,82.0,34.1,19219,4715008309057082,838,19,2023-05-07 06:05:19
140,Catarina Vargas,670.231.589-95,35071468X,qcaldeira@example.org,+55 (031) 4605 3948,Endereço Anonimizado,Cidade Anonimizada,Sergipe,19341510,2003-11-16,18-25,Conferente de expedição,Caldeira,Alto,1.52,56.2,24.3,80501,4723550926495567,420,4,2020-12-14 02:05:25
141,Alexandre Machado,649.120.785-49,064157830,dcardoso@example.org,+55 (061) 3325-4339,Endereço Anonimizado,Cidade Anonimizada,Paraná,49711216,1957-01-22,65+,Capoeirista,da Paz - ME,Alto,1.87,65.1,18.6,80998,2702313772629758,782,20,2023-06-06 12:53:30
142,Mirella Novaes,208.571.639-30,51362708X,leaomarcela@example.org,31 5227-8059,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,80102567,1997-10-15,26-35,Engraxate,Moraes S.A.,Médio-Baixo,1.74,54.2,17.9,44268,3586985048004491,499,7,2025-01-26 00:09:59
143,Srta. Ana Vitória Mendonça,173.859.024-05,645832108,marianarodrigues@example.com,21 8401 6935,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,72209782,1951-01-30,65+,Marketeiro,Castro Ltda.,Alto,1.66,118.5,43.0,76690,3501002927664064,353,0,2022-01-27 01:52:35
144,Leandro Teixeira,681.305.972-68,318560720,britocaua@example.com,84 0999 8700,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,48420219,1964-07-27,56-65,Engenheiro de controle e automação,Pacheco,Alto,1.56,84.4,34.7,66989,213186242374858,369,5,2022-07-18 12:38:36
145,Mariah da Rosa,015.896.243-51,284056133,wda-mota@example.com,(071) 1618-3778,Endereço Anonimizado,Cidade Anonimizada,Rondônia,93626-841,1975-07-01,46-55,Sociólogo,Cunha,Médio,1.75,108.0,35.3,43979,3557146357490616,304,20,2022-03-14 21:01:31
146,Eloá Cardoso,462.935.018-70,278036144,cferreira@example.org,(031) 6538 2247,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,14946196,1986-12-23,36-45,Estofador,Castro,Alto,1.94,88.2,23.4,40459,180094370574498,818,7,2025-01-19 23:35:26
147,Alice Nogueira,985.162.370-95,271036485,pribeiro@example.org,+55 (041) 6200 9913,Endereço Anonimizado,Cidade Anonimizada,Rondônia,94445-188,1980-04-08,36-45,Cirurgião bucal,Novais,Médio-Baixo,1.79,57.0,17.8,89056,4453650091681647904,728,20,2023-11-18 05:49:03
148,Ana Beatriz Vieira,764.819.320-50,603842756,lorenzo83@example.com,+55 61 2188 5227,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,79761-629,1947-01-06,65+,Musicoterapeuta,Pimenta S.A.,Alto,1.9,52.7,14.6,23298,213134588010264,690,7,2023-11-24 14:30:24
149,Sra. Milena Borges,831.742.690-40,084721650,qviana@example.net,51 0112 2299,Endereço Anonimizado,Cidade Anonimizada,São Paulo,08387426,1955-03-13,65+,Cerimonialista,Martins da Cruz - EI,Alto,1.7,55.3,19.1,69148,3526056291002617,791,1,2025-04-03 05:38:30
150,Maysa Brito,637.540.129-16,037451820,camargoalana@example.com,+55 61 7882 7185,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,58139-178,2003-05-29,18-25,Continuista,Campos S/A,Médio-Baixo,1.88,65.5,18.5,80528,4853629242826408,582,3,2021-04-27 14:05:39
151,Pietro Costela,490.128.736-22,354782010,araujoagatha@example.net,31 9197-2011,Endereço Anonimizado,Cidade Anonimizada,Maranhão,73412035,1999-08-11,26-35,Cambista,Moreira da Mota Ltda.,Médio,1.98,89.6,22.9,49817,30000300653932,596,3,2025-02-17 15:53:59
152,Sofia da Mota,284.769.351-37,051263749,luana57@example.com,84 1741-2620,Endereço Anonimizado,Cidade Anonimizada,Sergipe,79181426,1981-04-22,36-45,Produtor de eventos,Rios,Alto,1.51,115.1,50.5,65462,4834978866926342866,622,2,2025-05-17 09:13:02
153,Benicio Siqueira,931.745.026-16,708216547,rbarros@example.com,+55 (011) 8960 1748,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,28862-054,1991-07-22,26-35,Neurologista,Melo,Médio,1.74,73.1,24.1,20094,340687879062639,691,7,2024-05-12 16:09:26
154,Isabella Moraes,917.352.608-86,860372418,matheus69@example.net,0900 499 8916,Endereço Anonimizado,Cidade Anonimizada,Pará,46711497,1953-06-22,65+,Oftalmologista,Cavalcante Pires Ltda.,Médio,1.65,79.2,29.1,97149,3522418060551782,754,9,2023-11-01 01:58:40
155,Nina Correia,379.528.061-30,471835262,fmonteiro@example.net,+55 (081) 7585-1166,Endereço Anonimizado,Cidade Anonimizada,Alagoas,55660-367,1988-09-01,36-45,Perfumista,Correia,Alto,1.8,84.4,26.0,62533,566751657354,824,19,2023-09-13 06:37:55
156,Lunna Albuquerque,206.453.719-80,43506812X,leandrorodrigues@example.net,(081) 6866 3277,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Sul,76858745,1969-06-23,56-65,Gerente de inovações ou novos negócios,Correia,Alto,1.93,79.8,21.4,98572,3570640062090037,782,16,2025-06-20 23:08:27
157,Sara Marques,798.140.253-05,348125707,lais98@example.net,+55 61 4953 4252,Endereço Anonimizado,Cidade Anonimizada,Bahia,69368488,1980-07-08,36-45,Engenheiro físico,Lima,Alto,1.86,110.7,32.0,12515,4836501872880660,324,10,2021-01-19 14:39:36
158,Lunna da Paz,246.187.359-37,048531728,da-cunhahellena@example.net,21 4044 1945,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,98700210,1948-04-21,65+,Profissional de reciclagem,Pires - EI,Médio-Baixo,1.9,93.0,25.8,5086,675916340747,564,13,2022-04-10 01:41:49
159,Ana Sales,927.106.854-85,701452833,diego12@example.com,11 6944 6152,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,90061682,1992-03-29,26-35,Ortoptista,Ferreira - EI,Médio-Baixo,1.55,94.3,39.3,84109,4996793864450166,561,11,2024-11-10 20:28:58
160,Brenda Costela,173.048.526-07,301754627,gael-henriquepinto@example.org,0300 954 6747,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,47200-384,1968-08-17,56-65,Eletricista,Guerra Vasconcelos S/A,Alto,1.77,52.5,16.8,19471,372108424552066,761,0,2022-04-15 10:56:50
161,Srta. Caroline Azevedo,590.124.683-70,801542637,danielcamara@example.org,+55 (084) 2573-7424,Endereço Anonimizado,Cidade Anonimizada,Rio de Janeiro,77260-982,1966-07-30,56-65,Gari,da Rocha Vargas S/A,Alto,1.59,61.3,24.2,90475,4774000269940553,478,16,2023-03-20 21:27:11
162,Benicio da Luz,685.072.413-44,870356148,iduarte@example.org,(011) 2133-8601,Endereço Anonimizado,Cidade Anonimizada,Rondônia,00887-494,1971-12-03,46-55,Capitão,da Rosa da Rocha e Filhos,Médio,1.53,85.9,36.7,43767,4261289602405,737,15,2021-10-29 17:30:50
163,Eloá Pacheco,268.547.103-08,358761025,marinapinto@example.com,+55 41 8764 0480,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,92409157,1964-01-04,56-65,Engenheiro físico,Aparecida,Alto,1.74,64.8,21.4,66455,343290923784550,783,3,2024-08-03 08:53:20
164,Sra. Ana Laura Almeida,549.280.673-47,750642130,yribeiro@example.com,(061) 8101-9558,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,44729728,1981-08-12,36-45,Apicultor,Mendonça,Alto,1.8,101.6,31.4,92496,4760670659355814,476,20,2021-11-25 12:31:07
165,Anna Liz Vasconcelos,912.480.567-01,048562130,imoura@example.org,41 8491 6983,Endereço Anonimizado,Cidade Anonimizada,Amazonas,63262810,1998-10-27,26-35,Orientador educacional,Rodrigues,Alto,1.54,105.1,44.3,75699,213195220390646,713,6,2021-11-26 10:16:08
166,Dr. Levi Albuquerque,195.867.340-48,642831075,isaacdias@example.org,51 9473 8866,Endereço Anonimizado,Cidade Anonimizada,Sergipe,95848-124,1986-02-25,36-45,Amolador de ferramentas,Martins,Médio-Baixo,1.84,107.8,31.8,51651,3545336138415645,549,10,2024-07-29 06:14:59
167,Bento da Cruz,912.743.065-07,753142685,antonio33@example.com,84 9229-6209,Endereço Anonimizado,Cidade Anonimizada,Espírito Santo,07574294,2000-09-13,18-25,Engenheiro de energia,Pires,Baixo,1.64,115.4,42.9,62875,180014746079501,483,14,2022-07-14 21:48:55
168,Henry Gabriel Machado,463.087.295-74,170825462,valentinapinto@example.org,0500 756 4479,Endereço Anonimizado,Cidade Anonimizada,Ceará,29403-089,1979-11-30,36-45,Químico,Leão Rezende S/A,Alto,1.74,100.4,33.2,46483,4858903522239748,533,18,2025-04-13 22:41:33
169,André Sousa,190.346.285-15,583412671,rael95@example.net,21 3076 7388,Endereço Anonimizado,Cidade Anonimizada,Tocantins,33982968,1959-05-10,65+,Presidente da República,Gomes,Alto,1.75,83.7,27.3,43939,6011135356035954,423,3,2021-06-10 23:00:49
170,Marina da Luz,783.450.961-66,240751863,rebeca39@example.com,0800 334 7816,Endereço Anonimizado,Cidade Anonimizada,Santa Catarina,52080345,2007-02-23,18-25,Headhunter,Martins,Alto,1.58,78.8,31.6,78629,180041112871948,658,0,2022-10-25 09:23:25
171,Bruna Caldeira,815.269.037-68,36045821X,yagorocha@example.com,31 1561-1429,Endereço Anonimizado,Cidade Anonimizada,Distrito Federal,57474-170,1989-05-22,36-45,Representante comercial,da Mota - EI,Alto,1.53,105.1,44.9,61378,4413743220734,620,13,2025-07-24 08:14:19
172,Mirella Jesus,183.906.524-98,064587320,hmartins@example.net,(081) 1368 0328,Endereço Anonimizado,Cidade Anonimizada,Ceará,19461-390,1967-09-08,56-65,Biomédico,Teixeira - ME,Alto,1.73,77.4,25.9,75516,676393118069,342,7,2022-01-04 18:04:14
173,Paulo Montenegro,256.730.981-03,801526474,novaisyasmin@example.org,(071) 7944-7557,Endereço Anonimizado,Cidade Anonimizada,Ceará,10769793,1991-09-22,26-35,Eletricista de automóveis,Pastor,Alto,1.79,72.9,22.8,22727,676358096680,730,18,2022-08-25 06:51:49
174,Sra. Fernanda Rezende,021.365.784-80,374152809,das-nevesmelissa@example.com,21 5711-7919,Endereço Anonimizado,Cidade Anonimizada,Tocantins,55098-803,1951-03-08,65+,Windsurfer,Câmara,Alto,1.93,96.8,26.0,63863,30372930004970,644,16,2021-11-01 17:46:26
175,Elisa Silva,286.175.309-95,761345206,otto94@example.com,+55 61 4902-2419,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso do Sul,60837399,1989-01-23,36-45,Cirurgião dentista,Garcia,Alto,1.75,73.1,23.9,15867,4604022439797222,726,8,2023-08-27 01:11:49
176,Rodrigo Novais,408.569.123-60,371825404,bella81@example.org,(081) 7178-7663,Endereço Anonimizado,Cidade Anonimizada,Rio Grande do Norte,96270-354,1952-07-22,65+,Capataz,Cunha,Alto,1.92,73.6,20.0,27708,3537758650941767,719,1,2024-09-29 09:18:56
177,João Felipe Silva,612.547.089-01,426508713,usales@example.net,0800-485-0351,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,34014-056,1952-01-30,65+,Técnico tributarista,Gonçalves Nunes - EI,Alto,1.68,97.7,34.6,94683,3550980004378643,433,15,2022-09-02 15:59:39
178,Luiz Otávio Albuquerque,386.259.074-74,528670311,gabrielramos@example.com,+55 11 2498 9783,Endereço Anonimizado,Cidade Anonimizada,Mato Grosso,59504325,1961-07-01,56-65,Notário,da Luz Alves S/A,Alto,1.53,73.0,31.2,31975,2294290258535986,409,20,2022-10-13 00:14:50
179,Anthony Costela,320.158.976-40,372160451,sda-paz@example.com,84 5769 3548,Endereço Anonimizado,Cidade Anonimizada,Piauí,65580-612,1959-01-26,65+,Nutricionista,da Cruz,Alto,1.54,62.1,26.2,59570,4274342488348043,482,18,2020-12-19 01:38:58
180,Dr. Vinicius Câmara,180.246.953-24,634281707,kaique32@example.org,+55 84 8336 0008,Endereço Anonimizado,Cidade Anonimizada,Pernambuco,28506-290,2004-05-12,18-25,Revisor,Caldeira,Médio-Baixo,1.95,92.9,24.4,16288,346730673426156,374,7,2021-05-17 14:53:53
181,Gabriela Costela,450.316.972-61,673810549,silveiraheloisa@example.net,81 1988-5351,Endereço Anonimizado,Cidade Anonimizada,Rondônia,01334-860,1975-06-17,46-55,Lavador,Cirino,Médio-Baixo,1.79,68.4,21.3,36018,4378109309787,748,9,2020-10-12 08:08:57
182,Ian da Rocha,681.057.249-01,863124070,aylla36@example.org,+55 (081) 0520 5007,Endereço Anonimizado,Cidade Anonimizada,Bahia,46690-724,1946-12-27,65+,Faturista,Porto - EI,Alto,1.58,52.7,21.1,45455,180082913877726,616,19,2025-01-23 17:56:34
183,Vinicius Ferreira,486.519.723-00,648725108,caionascimento@example.org,84 4129-2446,Endereço Anonimizado,Cidade Anonimizada,Sergipe,10542-691,1962-09-05,56-65,Mecânico de vôo,Silveira Nunes Ltda.,Médio,1.78,116.1,36.6,23578,4718361935334,594,9,2022-12-20 03:09:02
184,Vitor Gabriel Gonçalves,092.753.168-21,657428139,da-luzdavi@example.com,0800 200 6996,Endereço Anonimizado,Cidade Anonimizada,Minas Gerais,93182294,2007-07-06,18-25,Conferente de carga e descarga,Moraes e Filhos,Médio,1.71,63.4,21.7,37322,346011387865710,478,12,2024-08-05 07:50:07
